id,target
192798,2205243.5166780427
28083,2959953.0336043867
118789,3567134.7140964647
2152,7191990.730220399
287026,989701.1417649386
249169,2445378.128641061
137539,3150950.398541103
46291,376957.2196652486
30233,3687018.8096594866
175145,1968669.4280509027
50676,631518.0815778555
71570,1439274.3477825134
219843,3047878.103957532
36279,4041061.16812031
66052,508354.3853196469
252609,2096757.7752071458
24783,7318016.563227348
299327,3679098.541983378
95349,6449182.575550538
46332,777957.6225167821
91240,1586100.476176997
5445,2024859.384384522
272876,1780269.2619042238
43811,1589516.7575494263
217082,5564921.73926463
100370,4912535.573690561
258874,737636.2484592304
121949,867726.3016942476
212950,526592.8563222131
200057,3627538.7336985175
229177,1717764.5093360976
287838,542618.758175715
213118,2217792.390131354
176475,924097.2513412035
118176,8689859.264620723
209024,1792717.475064211
221906,2426156.377698849
42493,2499343.451530937
223728,1272759.7807722467
141993,4841161.914416865
55675,2410029.8672910878
224087,3194082.860838804
83655,1905706.0733494004
61917,2904454.0898829866
153665,2875715.4903539727
155758,7644970.42129039
190393,7353838.883350246
231050,1005527.0873180006
201122,2946658.6245670244
59267,634250.137729517
262487,9461687.611310977
188582,2470678.200934802
131814,1252228.4414903864
73949,4790907.665005287
154308,10616005.924767565
167194,655351.8945855964
277393,2249593.9254973214
196835,1873030.9260849666
91690,2643549.2825113367
162086,1991959.0520499814
231058,2965556.2453839406
54120,6532529.814219448
247858,3716322.122683216
98092,1031417.4988639012
271915,2998968.1540149376
44677,1424682.5807470188
56078,1213196.9017960734
129375,6815879.326107638
133361,7247961.566167174
85866,1667784.634638248
191559,599621.7100037388
218728,1689764.8215599733
208771,5512837.839790754
109195,1085738.5368782764
39549,583698.6519102209
169828,4816440.7744455
57416,2660989.5946373567
33193,5304004.183957322
173865,3292221.268750882
50919,3226896.320334965
108504,2195222.381054667
72963,2305994.329886805
270712,1245094.9199206445
63504,1437456.4975400222
26896,1811434.051646273
261152,1348250.1203924553
8838,496727.67105982837
16064,7601770.618110165
107661,3357699.7738108695
130161,2374848.894484227
179573,3378124.3218306364
116121,892053.1843965574
32234,464112.202575003
191736,1069612.2119764015
57456,3603713.4930779827
160502,1509836.0781569816
215795,1689043.9950053713
126714,3923619.8296590014
173047,628344.034239441
97726,3349349.024259074
193811,1329420.9427319476
17156,1158694.127619606
71055,1054559.1022174987
193990,168815.66487527054
52059,1937206.8474019463
274757,4388319.5757652
1558,5707723.9739925
253081,496760.7966199686
181909,2016782.3521533185
145269,1190973.363033608
186660,4509709.842851591
6479,985497.8994146104
249414,580416.4341740564
43182,533327.4007282327
248529,3400815.822066287
125724,2923470.768147779
214268,1699161.5831520811
270767,1793409.7863236505
141103,2774240.0938176387
292203,6640663.068611727
62008,2823228.9739279654
89122,1029913.9633764159
47736,7973988.722566817
222505,4900903.740909155
29628,734296.7529288374
202216,2252336.4921189058
194828,548162.6044012194
18649,1547972.6459530564
199020,1445441.0007025413
111554,361507.49706243415
244687,4921346.553425381
230919,4874809.333390753
42397,7336280.037395144
221946,1963776.4356951977
168390,737203.7296917683
175576,1268019.8991184265
153541,1234710.3414105007
74055,2396760.607939556
233828,7580611.501623428
131312,529029.2732082979
224154,4736588.997846993
266743,640484.8808094435
15594,1888344.0634179178
227419,4653826.003372802
115531,3621907.4786182535
12282,347676.4911667428
21847,1653945.9612127359
86772,564691.6684859304
193139,1867798.4797537192
100472,3559463.0951060466
177774,3217772.1815095097
224462,3662893.547968956
255020,1922259.5539303601
140852,3483149.2478354075
6484,1901080.9522688587
97191,2901688.2274729307
218796,4889136.169852721
146934,519777.9865466729
183990,2784099.5266378443
150347,2675372.604916109
291295,8621766.035006924
175531,1924530.9005132315
80284,3061012.8984139618
64297,1681969.552895066
221587,1882046.5834766608
145984,4175239.7984616538
266813,508726.6296222753
53725,1407806.273843907
171137,505282.7813151703
212764,765187.651495275
30683,1138175.6096420966
204086,2528659.243530184
78594,8346589.178154626
162787,1396915.5944673666
212279,1148517.7295619668
33141,474825.9592542143
13870,3012612.4358308837
205831,4058395.049573048
285806,4473195.510212972
13820,922608.1449240901
198918,699208.5240071572
165989,3245282.326166559
81377,1971892.3195883844
149867,642703.3215547968
192119,851631.0504939774
180210,997971.7442889506
147051,4049987.033640611
127638,2761952.986299977
291867,1535537.9562271086
178582,7784514.917172505
127544,3733284.555742867
235717,3987153.19442615
171723,539337.1682505466
161574,461876.06460570777
75409,2674968.858237687
90035,1287995.5064485187
42840,813539.1659468411
8581,7680522.505821998
13664,4991036.87423263
247464,1733093.3352772417
96424,1438051.4785356633
194898,3105780.285726427
283532,2089480.8576920715
69531,4134808.672731891
237884,871364.8405345819
261893,1673008.6118635805
150376,627468.6601854477
182443,2441248.464171425
224406,6040320.473154103
171332,1935702.7721575086
140442,1836872.110106191
154939,1805393.8656610202
131259,5247348.555062685
162293,1129266.3656763223
292709,3669358.9255756903
264845,3461267.901562674
166131,6831803.08822694
132328,2837135.795261777
208063,2804960.659430311
48322,7277712.988281451
16624,373012.9753656642
4734,1780247.2902970035
189590,5069268.958518319
101739,1774563.1448657827
111000,2049391.1139693307
198444,463872.31007810443
16638,3329214.320952688
55638,11038998.558763098
258788,1173640.2063215366
238820,973255.567781954
115603,1070660.4148975052
246939,3583401.7306604995
191530,995527.9537924081
11213,4514502.722306616
27388,3165515.736710015
229061,1797356.8408205402
251977,974856.7687114631
23366,737403.3803679782
10057,8222578.221563822
112593,3446180.9639161993
268565,946464.5485132653
157455,5197641.016737154
59187,697314.9024267058
70372,4185730.0616120943
126007,662333.8537373464
197380,1055223.7733343279
271738,5544193.117334256
194635,3073742.977238511
165242,2200900.8368428275
47838,917957.612351926
29771,583099.4884459084
257199,523784.977667431
61814,2445529.422899469
208348,3973472.8983827652
191265,7761878.259152872
2157,9174552.360574774
188784,386891.1119289509
95787,2797109.157264769
238436,2306676.5560491146
239163,2207649.0807859018
295072,329990.0467068619
104338,3953909.9088085135
291607,1154472.8075272955
21708,3248474.121309841
143149,6111056.833906264
137148,8270534.324593488
78780,447042.73586354096
92536,1624291.9047428279
271294,1768669.5740877723
79847,6671463.251675327
274306,626067.7498662432
153714,1254112.5644157592
117114,1863422.6955273629
295580,3826301.930611266
153341,2438654.5348696024
242231,642604.3581405559
17420,5584353.095902533
52376,2655328.7606899273
71440,468462.82778324495
254000,2414237.677500719
199108,2840820.4372390904
146464,6338963.691886392
154057,2661128.608773891
276394,3050012.23358086
106502,3988641.661627049
84374,810757.3984517693
253180,1740921.8312223335
236365,1115610.2032912963
182279,2198584.231620949
221109,4649490.040366796
289706,1203904.6393311005
291438,1780956.9468775627
71066,4124700.435346141
122789,4850756.824049479
194910,1342701.7246826792
145391,1604964.7767559495
199164,2427031.5281632976
266382,999630.0246332333
271414,735251.740232448
167801,3207436.373686355
61371,2837652.9358257055
228790,609381.2767202576
290878,5286306.68362695
144980,837857.0288090212
119483,1058841.7551103146
18604,1452101.4026928195
138393,1234076.3392428525
83163,1818243.2827160738
77727,929365.2386389549
224928,6321049.9474841785
28596,1431264.509313292
157996,5888863.030742402
108954,4228071.051683033
200857,9158243.124860514
72173,436891.78513660777
106183,1704081.3458608778
12328,1546892.8020943091
264481,5955991.3264896525
96134,2647428.81192862
129425,2480689.5396578363
80441,1281400.3634989886
260522,2203187.2730357433
72154,1179547.075814056
93234,1327670.8490555943
58502,3957639.8631512015
277308,1609903.7852844484
151009,672978.3075571249
90763,932170.3628490897
275585,622734.2648183508
77424,1233829.7386193343
50947,688437.5200805865
86003,4121484.1517667198
202926,1705888.5988363195
52894,7214528.456951098
152519,4497102.674938994
145898,2006827.1500025424
133627,1819004.689842642
113025,641417.6616303463
216655,3010229.1125107557
173878,6975225.367267019
73954,2924501.0856712875
257397,270934.9673997988
103663,2724822.155790416
281910,1066374.6230359655
104079,1710411.432318538
83563,1725477.0894881277
28436,792995.7747620549
206395,479826.9994029394
239720,4098932.0481570633
35659,487469.8874110007
267856,2645968.50450299
25953,1641338.9641241338
108843,1501007.8192082136
50565,1845360.3877589013
241574,669493.3946125231
214651,768225.7290104941
14904,1287948.0176887177
142217,3288716.9004174666
53741,4216386.865805233
17917,2143965.288013552
46527,434070.8172525063
254258,5855465.664840844
117732,5076472.206400485
84721,2664997.5649847835
283229,2099475.7139162016
174501,3037041.000123679
122944,809704.2244080333
1934,468214.8619482701
275793,707400.8495687897
123228,748348.4015272182
24600,5060168.033519522
230991,5503387.38261377
56772,2927298.478887405
147503,1154762.3455950909
85741,1857756.2811797138
69716,1600721.28770076
264260,2576903.1605274356
65737,493772.00398438115
99254,1661405.5017147018
223411,3410201.565234332
116646,573341.6423486433
75954,1144978.5914099617
125531,2390745.2253181967
236312,3070020.198065918
76948,10717767.255786022
145527,1856635.6128870368
164479,2830785.63934171
282478,1596166.7792652168
110104,1110780.433026343
276716,1304603.5981049708
21142,2276883.0687419986
151238,491554.4636973174
286033,1225060.3845020102
94009,408431.648109759
109338,1220071.5998976459
148928,867522.9629672735
286038,3712549.337598094
29163,1694732.651071382
202367,2606063.799414186
37813,4665833.491914052
55174,3365214.5695358617
113507,1461321.5749924309
200332,4713778.7827214515
273190,2193040.9596267594
242354,5860351.942367575
93315,587939.79336019
265463,1734488.985793718
290432,776434.4420071455
237127,490688.72469985194
92371,4010043.649327935
32067,3101413.498362152
153031,2733484.775907173
211606,1565622.3914763439
224439,3317847.6969886706
12783,2500510.1643021023
281291,463658.32893292647
281984,1975920.5734139194
265609,563041.7316048832
230594,1079686.9512334054
22981,4235488.621408036
68319,438261.14429209265
11283,4911646.858014693
32854,4843700.675287468
190653,546839.2901807582
154922,8740124.78469836
197081,556144.2831863795
128025,559740.6211350425
91677,527689.3316535508
136087,3569975.1104036816
182705,341328.03618465055
279387,550440.81134864
4956,1425823.8503063067
157145,4305074.0590357995
48688,1626612.5571522932
249114,668200.3409854687
56226,3515179.8425290864
36312,536412.6510362772
105698,2300956.9043730623
229007,4857691.242102243
176855,1713803.0766663027
22354,4742434.590839467
207970,578334.9098958337
297214,5231961.428074914
135511,3116410.1576360255
260469,7977569.556536997
293208,1110560.579134953
134761,683752.9291193652
272312,359763.2432718642
145389,391233.8147164195
32197,1672198.9552606593
186084,6104706.021877729
271387,451755.6397572743
132995,760274.2856479973
192595,683325.5101245939
290210,368871.8146451398
83443,567179.5507211972
124860,3185731.2883995683
7705,3068342.068417512
260422,2322955.5277576144
181743,6364804.422256733
290212,1725159.0079906804
9061,2321616.7296361104
21022,4399643.161796794
292036,1067288.3545879691
205024,2816242.760358281
255239,916676.8395957185
55356,625789.3128623802
40148,2966751.123018329
262338,3555734.1777809053
157872,2354648.5656888923
4086,671886.8057441583
1708,1825460.2215178697
199518,376882.04474418715
278815,4769958.107672534
295018,3101944.87328814
118980,1679051.3958531043
122442,2710365.5210323525
247466,903235.828194921
253410,7514714.847690287
238889,10520816.531471899
196664,562993.7125178713
290464,1502193.5802223918
193963,1549975.4950848315
7875,2887042.841017181
98708,2251194.2409934667
119110,1263139.9896567557
138008,2329191.6200455693
12951,2139979.448006127
192497,1720221.8893256283
163408,1301324.6609561152
261640,3825239.3224625164
6869,3872531.994408885
165580,7907112.763911232
136767,508329.88674486923
225731,1883562.7452696073
3022,851792.1444957582
196076,546664.9572134844
234587,1062560.4473597016
66309,3181738.535922312
57974,2915344.922732839
140097,469925.7646069268
32336,5976671.472746244
60783,405084.8378059657
230910,1546799.3676046198
26786,3176803.6703045475
138068,762876.5093675948
180764,4633482.968934922
219326,2520685.334343607
231866,2478503.4390577697
67828,503551.35647904885
204206,3883790.284395215
37390,2444444.361377014
37186,1119003.4386659954
84334,2081688.4175604396
71283,1733312.4830947916
148429,4265904.422664972
7614,4197836.720781154
140256,3792551.250940794
41175,952963.2741631906
204658,835875.4336451206
254,1900115.6483957667
291739,2721924.556463997
78120,4462764.971231904
243905,1800327.7155152292
100629,2899221.669644868
10320,1574129.7625581112
39112,2547156.1053277343
165420,1537240.737950367
79869,1265034.4029407
40303,2179694.8066236726
44931,645212.5607961697
183655,3686985.797026777
275748,1706196.8076704869
244053,1888964.8371416484
112183,399737.16905705916
23550,1546360.7921608477
167445,644250.2156879666
47663,946643.2408586561
233486,611977.871889206
214669,3189316.0015139165
193840,6412382.458603369
237418,2400236.467510741
178557,685713.7753023187
261996,1590163.5023940469
197206,1188761.7443897803
14423,542561.9982436149
217456,2994210.895157756
3491,830268.2530042204
85439,3522998.7946596458
172233,570062.0481262995
116132,2902178.0572876465
144546,5115199.897790432
208036,1591642.8008965293
242688,2475472.609278343
168749,4046133.3058008156
69768,679180.454548919
136620,3788756.831288799
296697,4030043.126269944
155710,813803.0701254929
260326,1374628.620411521
72034,2528084.12866906
282627,943310.19218388
205225,1420337.153056878
257409,325789.8920526006
294246,3626573.6284761243
121044,6276589.203449413
293316,473804.4681897698
40795,571978.5920063882
204324,4517706.876846256
18386,3977342.621119594
229140,1276496.0445324038
50559,1867528.4659586155
99134,3268070.9047544682
147027,918489.6530918769
49,7314738.044943062
283905,3048039.4834581185
134705,4008649.899225954
99117,946575.6905467659
99095,926890.2058410698
155252,812312.4398474379
254189,1595011.681585924
291695,1683553.5432208893
103503,2375977.6963282363
126176,2018977.9011909456
56197,1172662.5570087652
232602,1435080.6634052608
176023,1197808.0181566775
297580,2022296.95909648
19701,1813834.7961234804
246188,447140.2570764739
199493,1681828.9093936025
186419,2907586.936381388
229402,602800.7357921068
158343,2941524.31190962
179257,966838.1900453909
142785,743699.4873431589
264280,846935.5535895481
73884,2925360.1396463513
183130,2163179.5358474934
20963,2982894.128259995
189828,1692724.4279045654
294413,604525.9986039326
130633,1869095.405942844
245740,1054030.9852178467
289680,666654.5524487054
7411,1496355.4012050799
92893,2751632.709254297
257980,1075179.6407564103
99474,2761034.368704671
233340,442205.7472036629
153240,451957.97416756715
214630,3821519.5228367154
92817,4237187.896784958
221699,3311568.0272486056
84497,1250068.6594994306
7299,4438990.045113881
79997,463650.7619093158
11546,722296.3694719062
289616,2346336.228763485
241580,2705640.22697053
174983,2179737.998215062
165383,494983.53118230205
214886,577388.1803209614
272546,3182439.2574153333
90310,709655.2519094584
134340,3303162.539974884
61470,1263477.3800741658
187438,3597389.484919134
5863,1353671.8158295855
39768,3141472.3458940913
8139,392661.79356347694
51750,2693427.5978455166
177439,897517.8866899499
203052,2514712.2674664212
154369,696447.2721355819
238730,2785986.1147473985
214071,1970827.0822014373
276168,4908924.028085547
195587,1431319.1022261765
233106,155682.095585386
21793,1710496.5149982236
178749,1617528.2004454555
31118,2761808.276796745
64773,3922204.962827307
31621,522153.4116909178
103337,2291712.3765007523
200409,1321000.5910455147
184920,2532535.055028494
157342,2695412.7918140017
189250,2910701.6798686455
114062,1967711.7663235695
142365,1295274.7999906358
126890,1502545.7462574474
83842,4243893.16930472
50057,5524070.845715417
289868,3636682.946364079
193503,5456353.508465612
227457,2636427.428177966
72869,3950490.993652022
159872,489771.6609044394
245879,2176376.271842017
115807,1264681.5815906974
95085,2279548.8680592566
17638,1444870.6100026257
146319,505825.08758337743
116428,1809083.24556467
210919,4633690.245929503
70784,5616909.903481553
114704,1803578.993227716
47739,933476.7556140231
24542,6829193.388510668
175423,510997.5907652955
132836,899332.2280088395
198167,1459829.1062364595
24662,3809235.7700879923
72790,1977080.596618469
217198,6911081.443706596
285096,1119661.325772916
132313,583235.609234625
35962,2450982.975623441
4087,1592979.682764346
9163,2066316.396654588
158831,1502064.0559530149
240408,895721.1386291693
3410,3557142.976547742
70579,1475668.8598710578
168261,830054.569091862
149658,2945694.2930645915
263064,2106513.354233346
199838,1656624.4495603675
185052,7688534.488181049
111380,1889190.2204635835
235727,5567420.245710057
25176,5934607.362027343
143527,512869.61807847116
14237,1482859.2040488084
194518,2240896.7445536274
74547,1590510.2972699848
17024,508203.18894687056
242415,2262378.929244563
247158,7482652.121242095
89480,1050571.5656068262
185957,703924.6484604875
294163,1466963.4650142686
29479,828657.2824761199
244411,1765464.496770766
245712,560171.1832660992
119542,620200.9740283476
83105,2266192.2675691377
169980,1654671.2758749197
271769,3444765.2295277375
269409,2114604.220536393
249760,1658968.1217170977
32693,2890325.071621944
287963,4452973.673072676
202077,3246742.369358023
211884,3607579.1862774617
231947,1166682.8648749264
87646,2114484.5976605923
10182,3814830.1806138633
61752,1008370.1579116335
164058,438273.40598529
36716,597373.751634056
208607,1593146.7730481036
117087,972528.6161820294
41455,909477.3456649826
122144,2343734.5255631963
69674,6921189.477702615
87198,1161319.6906890266
273355,788459.8293919662
168485,1657298.2546617119
265248,6408834.606568519
167075,6908133.236108061
227366,2626007.7433228395
88082,352410.70586542913
203409,3050478.6096196463
252813,990855.4271910037
286030,909313.5194623691
241223,472306.05451686087
100594,3898101.926018684
110792,1024435.3923602677
159531,2208635.2719230526
18683,2154531.3025358734
290868,1507711.63950856
103757,1029666.1715910224
235942,687793.4505907833
155018,1009251.0713617075
80968,419378.0790279856
259699,5499107.903247785
32123,1109640.6978091565
152368,2765038.0520557594
138857,3359983.0350720393
210613,586005.1607501094
262089,2494933.1413780665
123381,1392412.265000777
106531,1764426.973966797
203230,1624352.5109245337
118793,636006.5448864766
294620,384256.6408944897
256608,2612857.0903580743
194213,1136640.542853546
74895,3933847.1985439807
201525,4560862.219191378
213744,3188313.1919650813
294449,4116432.8227500934
179805,1049600.0107609443
193188,2051237.43915619
143526,2728626.867760013
26718,1961471.0937877886
93208,626083.8859548095
61427,4381169.701944172
298591,4310530.307699194
183136,4613011.493074342
120464,1958055.2538576508
127683,1641811.26533212
257943,547000.5374258267
89085,5435043.002746037
96839,2494379.664678655
218578,511221.9529663144
162362,3487818.471886779
232929,6354810.466579583
111250,4051861.221521453
154981,9456978.388216699
6226,583516.9886424905
200237,1119164.8613775116
220029,1003269.0544256832
246042,1854108.3838821726
28201,2645655.8644223786
267632,555625.632471401
267149,1931485.2186923558
241076,2087081.2278835522
18045,1927821.1902146728
254761,5484731.370473803
402,4322008.81861174
118729,2233756.9532817467
41324,1621215.422398021
214781,3393120.115110973
148179,757407.1578109715
71720,8534591.39781979
168845,1270990.0222981796
23242,2353663.412520159
277485,462054.3660227672
82903,7446099.01661645
50306,4075017.8889868124
261470,4045561.5090900958
28793,1721809.0865239652
21240,1491640.5327800524
4606,1552305.61757703
193462,1926856.8999887016
166301,6008938.846520496
38559,4404358.527058062
214254,2635688.192294709
28330,5968675.21604715
12391,3401627.1334289773
10847,3135577.590511813
12209,3225463.947851177
210318,936084.0560453905
261623,646151.6904158645
167479,3755350.8337677037
95401,9905205.499509433
38683,7185364.75992637
191281,3755785.4090867536
20073,3514707.288021209
158808,662180.2683133819
246494,1909013.3171929857
152859,1356122.0655991838
137468,685231.5976965852
779,2285557.3565059467
227828,1539984.2954127507
150090,2063949.510709634
151564,2667381.673744313
20611,2247311.657132217
163393,933151.6324595046
241606,716658.3478116926
86989,4005303.4966336573
242121,1259645.6395692707
205774,6974823.986333184
84097,3863368.212997326
175629,1915160.128260356
40460,1087045.314055605
274756,2935358.023004944
274811,2154207.5132785914
162191,1379870.7702075045
224715,1081775.2547965664
122997,3270175.01668704
208674,4022460.558556479
21740,2149447.756237688
166156,509760.4402431953
188792,7995228.19743784
59787,1204190.943868832
42514,1919833.5834350714
283405,390277.7766223018
237682,1454976.2690463206
177704,1774105.5473811068
264970,2754572.3322652746
3666,6913455.503485705
212716,2261843.335498432
22663,6530212.485393917
97010,1410034.8112676651
46699,2496123.1632652185
75486,1321073.4505934808
240480,1861630.3191574747
41757,633706.415186412
116563,6496669.339010861
199309,1757615.2718786246
27294,1719828.6765608622
150764,7681468.842314491
58842,3354330.377610944
254963,1480498.534137748
138875,8117245.9529113555
135564,1144934.8314360343
259189,8425843.14323624
143442,3565350.91191654
100492,5854889.454857038
281512,1207398.3735654957
166593,1880293.6545032763
245478,1530786.215396186
63401,668900.6900462474
231975,2893624.053511197
220955,757648.5235207215
135007,2408614.5305902883
87164,1326195.6835021984
265339,2310468.7847434524
59650,2808558.816870055
220331,3549302.6000804547
251845,851776.6421766214
105093,1142821.291770693
221071,4768363.355127138
113514,1413710.441891053
237014,2322633.9609165005
94872,749882.4013412438
3788,1724882.9304950407
206090,446108.9097356333
296607,692171.227178645
181389,3025837.2662986154
224212,1880385.178574063
62572,851306.3990340395
241066,3267450.6991798664
125012,973502.9659374257
154949,411719.8578603696
119359,6623912.784470731
243889,8254931.845486035
165653,3478921.5256815962
170643,5162063.634886432
256693,431899.0430398775
213936,5636771.177508969
103854,1239123.019005788
26410,5163218.093577182
135713,2324840.193346322
237983,1231771.8749277599
57226,3687448.4152953876
261307,10136002.722302709
11518,865543.5574739279
82245,939313.5485983364
97242,2500604.8502729656
95102,3026396.8348681075
109680,1315223.9935979925
232996,569258.8560489404
273024,2606239.4874399113
238136,550537.7390229771
99548,1928867.5171654578
287966,1444579.4758792813
295519,452366.6917406755
77681,1111208.1059715496
192745,904573.8890567891
193297,2039303.2320484133
171591,356093.29728848656
128093,868203.9850291013
123822,1514818.735289149
116056,1900860.4024702178
158735,1130815.832321447
75725,2818518.2301617516
35177,665066.0890076912
290735,1343918.5633467892
158962,1942686.4956680005
272301,4686780.828925814
70376,804531.1156445063
79302,2390759.185562035
157835,490591.54629817914
136728,572324.9110498963
209187,6281624.545517747
281960,1754069.5507537134
222915,1939921.8745742526
187155,1571692.1447091568
187479,1984087.7772657115
216938,1063768.6000819474
273384,4453162.676009009
130532,1259931.0424211652
155648,1501821.1557499317
196616,3416013.6477495306
109964,807384.0290398562
190366,2331578.72837399
13491,1992227.6597863322
100735,425068.31802293146
292072,10095420.399507336
47433,526601.8607742124
127828,2311652.277842677
221694,3318964.0497384765
155725,3675641.9067204027
4373,2999923.6821764526
54111,2374254.8326194296
71701,2910884.5750821927
257142,606150.988226099
108379,539497.6634301528
160303,2782350.2572740647
31515,1310717.6120812518
254056,2009831.5208396101
141457,1721172.7004065001
263902,763883.8599811519
13988,506501.86319388356
156216,1608146.9983421243
121140,1826858.698687603
141907,1105016.587360731
125371,4129719.2071140786
104548,2138870.583317388
140031,702161.9103886242
127181,5616539.235945692
7802,1559719.8531179624
70114,1746571.4493380035
12415,1657251.5811840002
283202,474629.62550758244
286055,2123516.0427299584
267419,770639.7290076804
298848,1094135.7248475698
170195,6252647.32305026
188577,2263800.5489281565
17850,2020290.9307928353
215861,1296899.3261106082
245728,960708.4648476234
269728,1943748.8100419822
236155,1981451.2368429354
13194,1839391.8208035873
207014,3728157.713493541
119398,1174915.8347116413
238,3697333.2995552504
211964,927178.3659838416
238585,511921.36046631675
171405,1687350.588042341
677,1455321.9592584432
61668,982345.0227326974
46664,1945343.8322453236
165986,2422636.1926194085
34947,3837831.347366975
78352,2107574.864721076
255858,467430.60535573744
58365,5428030.362223951
257170,2357131.819088109
59389,6358487.085869864
93235,3823842.771264395
190723,2209070.5019249734
158828,475287.5448149784
18522,1646760.853644586
4314,1022430.9760144494
206623,1781357.6032052848
216212,10097676.326461717
291365,3185242.7604901157
98168,1003069.1051834757
78384,1159651.8410259064
258133,865483.4267249292
75734,5592938.729155636
242601,1389460.844786498
11369,2114611.967068465
36664,897938.577644086
154610,1785899.5856498736
117751,2189978.0310922787
179237,4272069.020733977
77142,3672684.226548354
62179,504922.8696116273
219641,3708882.764173983
8598,2154666.53566975
279529,2663804.0231536175
7354,693372.8584477418
291714,491898.6810291408
233137,827235.056441625
37060,5835056.99373838
95134,2272555.3473794404
298971,1495247.830090215
87543,6543835.043774954
276904,1736710.4766726347
286437,2408137.882783269
257908,2151043.9940974135
165017,873455.1896437281
277443,483504.3896657317
211875,2452651.6667605704
5300,1670833.3491922882
148580,3149231.1547175352
232132,4218208.1172734955
113808,8103752.997145225
25705,520620.44795960444
206594,2647190.790860376
106498,3774985.569389053
25988,518106.9886811097
47180,2997994.868576049
123988,1428470.841665085
96064,5213565.999699608
772,624577.9390776223
287279,1628801.155924228
26754,2897632.0197427706
79399,2874395.9587870482
231304,4366098.538005508
255882,2813825.8030255665
175353,879867.905047398
221623,4502995.026420578
109793,2765325.6600369937
180758,465042.3687545945
82851,4882232.010987088
2563,831969.819778408
49215,1308196.446445332
3762,3422330.1879344005
191443,2929126.38040424
286405,3305650.461957485
22398,4710037.968925849
7909,4807489.31488484
274226,1295662.9272531795
12751,538637.921553503
160314,4339519.672015632
281345,2533739.8091400084
92989,1953472.9890941158
196259,3773653.3386171754
24470,1225984.5984328159
128998,161328.66848821408
297617,6111292.5582268825
244730,1742032.9519516316
152818,960189.0074144739
194638,1114097.1141446738
80301,571724.3895365639
44203,3797284.4355978006
90830,1634351.6120237873
170329,2655453.40157751
8548,3401220.791474394
125565,2550073.2318775645
209998,3131793.3710259087
187987,2474307.9012640463
153041,1681773.2683978737
79217,2888826.190327833
239688,1131213.666737437
148689,1521064.3860755104
289932,4935471.439547897
137678,1643194.3732079996
147485,1283878.8084076925
221591,2443059.2852521064
106049,2990115.689893059
25496,6194142.994596742
90199,2489477.5646290523
265868,654361.1053596303
106533,586217.3606322347
268112,968362.8567105632
166469,3548501.190886673
189475,4824810.267356073
299251,3630109.4615270947
267648,1389130.2245461904
3617,1788513.622736016
144503,548301.5626749995
74669,939494.5036670448
93024,1559942.655335547
