id,target
224406,1631453.2711105107
171332,1431484.6211326567
140442,4941046.071738058
154939,1378052.4160624808
131259,1695648.460147526
162293,1370198.8874195355
292709,5580600.428545747
264845,1639762.4254170915
166131,1662128.8462586445
132328,852159.7338796061
208063,1764434.1332839495
48322,1632628.8932625044
16624,493110.8919016163
4734,7047667.038548929
189590,833037.7242813926
101739,4475112.507623774
111000,5400578.473538386
198444,1190599.218413254
16638,5811126.437369232
55638,1593134.9932699031
258788,1508974.2470585096
238820,1668127.7433192832
115603,2293059.912644333
246939,5073754.972970476
191530,1225072.7692735635
11213,1668089.308893684
27388,1594058.2989691442
229061,1580105.2799492232
251977,820334.7947879509
23366,1457707.7885612273
10057,735525.0463506845
112593,1520039.8048532384
268565,1263027.66974282
157455,1662429.8738995765
59187,6069309.9125954695
70372,757725.9871179467
126007,5839525.524076468
197380,1327333.4386540407
271738,1718482.7484410983
194635,1740553.1731404166
165242,1609829.0421134687
47838,853961.1627833525
29771,1205358.036485006
257199,609646.938437178
61814,1598111.373197112
208348,764547.9869168685
191265,1570626.791273801
2157,1658132.0851471296
188784,1214971.3124752536
95787,1582565.0871667191
238436,4648982.26768747
239163,1541941.023051008
295072,429377.2236741463
104338,1694639.6579094573
291607,736106.4082558388
21708,808118.9945073888
143149,731818.188043558
137148,702765.134408686
78780,1342846.065926357
92536,811462.5432020607
271294,1528909.4234449235
79847,1607825.6550397845
274306,1419044.2235222547
153714,4384498.922397215
117114,1460280.194822813
295580,834590.6257987786
153341,1679601.8368693758
242231,1215033.332945598
17420,5473339.837801235
52376,1534766.2159516213
71440,542816.540601331
254000,1436774.0100892775
199108,803978.9688455178
146464,1609078.1853887516
154057,6175642.446193471
276394,814843.0121170538
106502,1527421.4724752589
84374,5607403.077835311
253180,1564012.850196937
236365,716946.9114679476
182279,4724390.305220979
221109,5640374.013727436
289706,814460.3968065239
291438,4764468.481116964
71066,1688249.7770097794
122789,5600694.68485313
194910,1609064.9849802244
145391,855218.5591359474
199164,808210.1435570263
266382,1388692.1865369703
271414,5978122.387894855
167801,852136.0117274834
61371,5226818.423467132
228790,1230235.1029551295
290878,5640425.780668908
144980,759816.0899742693
119483,1429056.598861452
18604,894737.5317161212
138393,1475873.720240976
83163,1589441.237378239
77727,765872.3337544515
224928,6348024.057391127
28596,1309355.2014572767
157996,1630266.468233888
108954,1534311.279940274
200857,9369272.498872466
72173,473008.2551427653
106183,1356641.105847062
12328,1404962.3591595164
264481,1717200.2781941607
96134,5421962.01682156
129425,5205735.080213442
80441,1414181.7730816961
260522,1390345.9676525712
72154,1354722.8125949819
93234,845904.6341773816
58502,760274.8394552921
277308,4960462.730322775
151009,1225896.0560521635
90763,1322961.4235701195
275585,1233416.9381093564
77424,5941034.759500534
50947,454504.01608966995
86003,1645351.1669330779
202926,1681084.8831111395
52894,6290156.134649842
152519,846422.0016940277
145898,1583411.0528809533
133627,1417840.9673967806
113025,1219310.285726701
216655,4482573.410202909
173878,6851863.5644969
73954,1715992.061316861
257397,643984.2830365967
103663,1788180.546264245
281910,1610405.5697857253
104079,777649.9825154488
83563,4564966.341816678
28436,1295543.8094302646
206395,459960.9991422819
239720,1778269.2720035773
35659,533621.0511580219
267856,1639217.7574828549
25953,1619705.5465860276
108843,1593746.1501480741
50565,1736170.087932316
241574,1332101.018371478
214651,1332144.00808578
14904,810495.6976672477
142217,828786.6307817653
53741,5644660.23754734
17917,2448006.6290012076
46527,340650.284321479
254258,1581189.8487602668
117732,836042.8352309352
84721,1718004.5098248415
283229,1536164.340051855
174501,1658093.8887174705
122944,1275596.935517252
1934,466418.48686205776
275793,589627.5740476187
123228,1407207.0885101128
24600,647501.3931046453
230991,1659843.060096331
56772,1746193.477496431
147503,872956.2817068101
85741,1437319.4404882218
69716,1617002.8352779946
264260,1657088.7707955982
65737,1259447.8853534348
99254,5480709.617307819
223411,752770.0417255746
116646,1266955.869543988
75954,775637.7101409034
125531,837914.6994533682
236312,1555470.8723986743
76948,1590734.2390416202
145527,5397805.529669893
164479,1543665.805828186
282478,778485.5962589285
110104,5212922.661011108
276716,1266375.6748004218
21142,6102496.934822185
151238,1191632.2636611848
286033,1497685.7639508315
94009,1220260.1831459252
109338,1659848.388894772
148928,1194800.641602665
286038,1585141.0151497184
29163,4736016.828121237
202367,1537818.8967800702
37813,1663599.7264934392
55174,1594414.5681495036
113507,487480.5370426683
200332,777400.1416138952
273190,898366.4254981166
242354,6314591.989756421
93315,1307674.7824705502
265463,831588.2417714592
290432,5744628.357421002
237127,672457.2500668836
92371,1609795.0721541687
32067,801187.7172852919
153031,1625209.1268955823
211606,1503273.5569034605
224439,1783907.33752709
12783,1408585.241541565
281291,5867484.262541267
281984,1407628.263305938
265609,5258159.130503895
230594,1311390.334918242
22981,808529.5814253489
68319,5959787.375599873
11283,803931.8673010572
32854,1709599.8607085715
190653,1201668.5875905235
154922,7981561.465740371
197081,1171675.3408854292
128025,1158409.526385359
91677,534636.4848496108
136087,1634851.5684684708
182705,1286987.6613396266
279387,1266694.9795847163
4956,5238928.19321864
157145,1641938.8673448956
48688,1354811.5459437608
249114,1127832.4862251324
56226,672318.9843561996
36312,5888108.776121558
105698,1597605.5604245865
229007,5538909.645493526
176855,5835783.987696028
22354,1493270.8704385324
207970,1176402.750244415
297214,1629684.1894204926
135511,829286.4936918059
260469,1565042.1103930245
293208,5430554.036407929
134761,777018.5576602285
272312,1336303.342229726
145389,1279227.0901633801
32197,1745886.5515607584
186084,1667131.3519549118
271387,520252.6653627824
132995,1385811.7268464384
192595,1178288.0870176489
290210,444517.7310411809
83443,5374667.947195398
124860,4824061.288185425
7705,1623667.410313007
260422,1875830.884500769
181743,1631316.6777014376
290212,5140144.6489242185
9061,4715193.3540802235
21022,673550.951110018
292036,1279951.060701056
205024,837442.8996131483
255239,872083.1886963106
55356,639090.5213584092
40148,1566683.7925775328
262338,809650.7483863407
157872,1838186.5957406012
4086,5201978.073312483
1708,1734086.3281964858
199518,1252234.4937711176
278815,689456.4366643858
295018,1687895.7637948156
118980,1511934.2816272166
122442,1588134.0999446001
247466,682951.7683977438
253410,1526440.024983604
238889,1554758.4947684384
196664,1249777.5361175535
290464,1319468.2384965422
193963,5926239.233012056
7875,5455367.686198465
98708,1613994.9853710753
119110,876335.1537239938
138008,1340459.474515689
12951,1472570.1965637086
192497,5592364.03502118
163408,1266045.850950114
261640,1616918.3602207468
6869,779751.4565262926
165580,1532173.77392154
136767,1096321.099385266
225731,1682638.3865382322
3022,1332923.198540831
196076,1260559.0814160062
234587,886676.2639802138
66309,1552133.14762686
57974,1680903.4104418545
140097,1183481.7078998953
32336,1689475.8307387182
60783,1217988.2172255965
230910,855458.3108013666
26786,1596462.3635940314
138068,694715.8954311748
180764,1687153.3506247168
219326,1546016.1858808568
231866,1604595.750145543
67828,5991541.516715475
204206,5304696.035344197
37390,1883227.5774132186
37186,1570858.0673389207
84334,800467.1515256666
71283,1509445.407014508
148429,6247431.377135305
7614,5924290.565198192
140256,1550215.8848830147
41175,1494184.2129863314
204658,5077488.987802743
254,1472073.3087430787
291739,1634371.3812930123
78120,1570957.7597139732
243905,780106.1290121656
100629,1667712.8514770344
10320,757149.886001905
39112,884419.2343482276
165420,1677615.1463736186
79869,5494643.86435472
40303,5359218.27031396
44931,629791.661092707
183655,845607.4852079895
275748,1528576.9142620254
244053,1568120.1880601256
112183,388813.6325042929
23550,787382.6913541236
167445,5991074.345339052
47663,5652793.543615348
233486,628258.2008280717
214669,805174.515129647
193840,1516638.866804641
237418,1565759.723221778
178557,1241527.8767252653
261996,1334066.3066310943
197206,887660.7090273905
14423,1209279.5077904451
217456,1477989.8337489592
3491,1248902.6782673
85439,4783012.616706536
172233,1140656.5474215115
116132,4687403.56283702
144546,673008.8203024456
208036,1716400.239139038
242688,834282.4646317543
168749,1665773.9504143633
69768,5770877.477541401
136620,1526550.4030640116
296697,1674667.4443170659
155710,558890.0558811505
260326,1213226.1957155336
72034,4673271.724861504
282627,778346.5283750106
205225,1341130.9591440842
257409,566355.8435050062
294246,1561132.337458429
121044,5807319.42120095
293316,1171246.8030034525
40795,2324870.342952355
204324,1573119.117561927
18386,666252.733753125
229140,1571039.8917987177
50559,1557912.0923999355
99134,784845.6668899349
147027,5846362.28084999
49,786278.3492671659
283905,1732318.5071675344
134705,1486990.1792508932
99117,1411994.9484268175
99095,1233756.7142537688
155252,1256450.8421825722
254189,617195.7966861277
291695,876704.6161807046
103503,838669.178886176
126176,899420.8641402127
56197,712060.2592894908
232602,670713.3083514045
176023,806271.1368348293
297580,1654190.6069711826
19701,1586238.5364163325
246188,1202176.7935092018
199493,1381462.282045533
186419,794863.391018321
229402,1292053.0610384895
158343,820128.956464621
179257,1554940.5371324022
142785,606160.514321046
264280,5632586.665398127
73884,824617.4335265508
183130,1741569.8919518772
20963,5983305.395464346
189828,5771228.011529996
294413,1191807.6986446015
130633,841540.5844138917
245740,1210008.7260736104
289680,1403409.7708478144
7411,831829.4047527183
92893,4656308.049697555
257980,1326477.2910114613
99474,1403892.3805129672
233340,1225793.7401566727
153240,1186701.4298516342
214630,779563.2660092298
92817,5812029.607898625
221699,838609.1521626557
84497,1563420.7668788976
7299,1601896.1569155017
79997,549633.8326996687
11546,6290609.489268787
289616,5439583.45902412
241580,1777782.658279524
174983,905866.9572982192
165383,795808.1200647849
214886,5925984.688172023
272546,767877.3635345291
90310,1460558.7026386687
134340,809628.3688226503
61470,1369173.4521407543
187438,1635753.9613025482
5863,4708765.176006338
39768,846560.8009437206
8139,1264262.7586896408
51750,1585357.2254561505
177439,1162911.2091163665
203052,1480275.8680470416
154369,5397844.669475445
238730,830196.7295473082
214071,4885647.588932149
276168,1689715.8721815331
195587,850411.0049485378
233106,563295.1184073898
21793,1554283.2706273668
178749,4836368.268800026
31118,2392531.565220553
64773,5181846.31765868
31621,1193125.6280397556
103337,5012921.792904664
200409,1373865.0176214373
184920,1619964.6493166853
157342,5914305.690295322
189250,4672326.453184621
114062,807811.3312862035
142365,1212622.1357186406
126890,1262862.8137351545
83842,1625501.4936748266
50057,1697803.2301322185
289868,793384.6695151075
193503,1733873.0281983602
227457,5280058.373902537
72869,734843.3505720048
159872,470484.0893131754
245879,1665623.0357594206
115807,5027995.110505157
95085,812588.8253115449
17638,1641931.4806370456
146319,5598994.785291234
116428,4805923.092135774
210919,5742576.852737045
70784,1689101.2090516204
114704,1490504.9786243623
47739,5349079.475190572
24542,1724716.2464876883
175423,1165360.8961689493
132836,1186099.2734477501
198167,1402448.6839699943
24662,4647733.833436008
72790,1603164.6159628725
217198,1566156.3747900582
285096,826613.4892889825
132313,621892.8871574588
35962,861171.2299808898
4087,664084.1574463757
9163,742515.4267418889
158831,1593041.5902061833
240408,1262480.1030252918
3410,1694608.473200438
70579,5468202.491224335
168261,606107.8539627935
149658,1626148.4589974463
263064,1842278.723666741
199838,1536337.351891438
185052,6531873.428164027
111380,1493275.0044517126
235727,1623462.2278379342
25176,7478001.726368325
143527,1268541.1488216051
14237,884485.8755678178
194518,1455884.2223548284
74547,1518631.177554234
17024,5677245.16425792
242415,569409.9622697916
247158,2436813.253930041
89480,5284765.294415447
185957,1171261.3683572258
294163,1289254.1196328104
29479,1394716.6023626793
244411,799234.9378640555
245712,1196906.2044028759
119542,6038392.183439221
83105,1591144.8602826863
169980,1720851.132040152
271769,1683035.5981696576
269409,1612485.4524516806
249760,1625697.0750181207
32693,6724216.876803156
287963,5539862.749181419
202077,1777266.1598776495
211884,786481.4639283785
231947,1237577.3897321953
87646,5112047.063427072
10182,1683028.6570502084
61752,1451077.9756088587
164058,1146095.3718057706
36716,1370105.9413615046
208607,1501331.462384334
117087,4511467.681492528
41455,1262223.6468972126
122144,1748965.6109332242
69674,1667257.073957195
87198,838543.8397498977
273355,667046.3215118243
168485,827180.8016434297
265248,1668683.041162636
167075,794081.6925158175
227366,5112297.148845932
88082,412317.5370846236
203409,829486.8492613077
252813,5358763.930812999
286030,1271294.5113280937
241223,419794.8851866557
100594,4668952.122267077
110792,1383581.6750315656
159531,5034295.383211914
18683,1811560.543463892
290868,1431048.7702507516
103757,1310615.1587187257
235942,1293780.0662874423
155018,5807049.898001092
80968,6256125.614472437
259699,1691925.445348574
32123,1518384.8906795308
152368,800392.1460334936
138857,808436.3001942997
210613,1244139.375274953
262089,783964.275123308
123381,4760287.110955625
106531,3318321.661441646
203230,4761683.565561636
118793,1186994.1957471631
294620,470686.3216371896
256608,1763447.8635219743
194213,1405681.8106191463
74895,8273411.819325037
201525,1645810.8300719773
213744,4775896.594060571
294449,1640941.7279553507
179805,692859.4173770839
193188,1569630.9338305658
143526,874664.6999534655
26718,1529025.2857275866
93208,1264962.3881424058
61427,6154607.991795392
298591,4690640.232940657
183136,828794.0763868041
120464,1564798.5131815562
127683,836222.4566444267
257943,1195022.2562266176
89085,5091499.48535701
96839,1587384.2752459433
218578,1272173.2980990093
162362,5556279.018294155
232929,1556206.455089727
111250,788865.9553673214
154981,1566178.5170094534
6226,505284.31307393004
200237,1217337.1710095163
220029,5451505.437433787
246042,1398738.819687084
28201,1689923.3988324674
267632,1233601.526817888
267149,6473970.407698777
241076,1481513.0683776375
18045,872793.9630187366
254761,5403658.696060701
402,1630747.6251385047
118729,1643522.8535378613
41324,5596259.294908199
214781,715381.6332256304
148179,5554821.169732668
71720,6599004.607337101
168845,1364944.3928143643
23242,867871.7448262513
277485,1169923.8020254457
82903,876087.5042536112
50306,5319758.532622189
261470,2333994.240487012
28793,754401.4153051166
21240,1408246.436012681
4606,5895980.456133053
193462,1746216.4553313416
166301,6997076.772594186
38559,6662703.356707934
214254,1628009.2607237927
28330,1670355.0141874857
12391,5260403.32478796
10847,5067874.258083188
12209,4471681.549775036
210318,1295719.1793840257
261623,1188082.733039069
167479,1601998.4198911716
95401,1537052.283372356
38683,1593712.9291287547
191281,5698786.788963859
20073,731139.4530019208
158808,1360197.957018602
246494,5694455.199963696
152859,853730.2254581881
137468,758122.9703286097
779,776119.1101396659
227828,1309015.5907415613
150090,1745896.4652976287
151564,4896382.656453224
20611,1546120.8030903123
163393,1248649.8146561298
241606,1243628.7479018727
86989,808792.2892607874
242121,4980421.867623298
205774,1620852.3943093438
84097,1530217.424132701
175629,568995.9606477823
40460,1297853.5620325333
274756,1634185.6956805412
274811,776119.1497889498
162191,1360942.2835842099
224715,4796455.98927001
122997,853904.897660453
208674,1513077.7387680884
21740,1553401.3634774946
166156,509342.3237975239
188792,693679.3639077785
59787,1437136.8584809976
42514,1559796.4909779823
283405,1180418.7170880672
237682,845750.129543374
177704,1477143.4894230093
264970,783551.4303766814
3666,1574259.9513884739
212716,1645403.8395412988
22663,1595277.367420522
97010,1318220.3554735377
46699,1726392.4561304594
75486,4721303.966827618
240480,4795497.736896289
41757,1161683.5552838405
116563,719767.0015040872
199309,1550787.8553333755
27294,1212849.8381955803
150764,693187.2694012948
58842,1622069.2294420265
254963,4810638.527979475
138875,7787262.07952344
135564,1225134.920794748
259189,1650613.4300815794
143442,5121297.622139636
100492,1609259.669605651
281512,1374721.319102581
166593,1622991.8961045772
245478,5301799.368321479
63401,721008.3400857196
231975,874643.9220306034
220955,1320058.9361714486
135007,1608466.2740136085
87164,1688231.4785770688
265339,1686262.1554937118
59650,1701952.6154443861
220331,4635809.101327096
251845,1289457.110623471
105093,5040470.336652804
221071,6469769.878867601
113514,1601486.2929948822
237014,873819.3836558142
94872,1226619.8661081055
3788,878138.7339549613
206090,1181963.1003027158
296607,5777574.764120494
181389,1438956.1365275208
224212,1426193.4842138868
62572,1232869.6614408952
241066,829199.2781051818
125012,1328819.4899586958
154949,6471536.605895699
119359,5773237.348196316
243889,2561773.8878034945
165653,5365422.162321305
170643,1606793.1020716727
256693,450159.363931462
213936,1551772.303745787
103854,2301187.387065217
26410,1724853.1610000136
135713,1743190.4985653234
237983,657036.4917038657
57226,1673849.0548723403
261307,1595526.4190836446
11518,1248327.1494873064
82245,1316478.7257161671
97242,5751963.251106966
95102,1689942.8121927325
109680,1357009.1782311166
232996,5844787.671926428
273024,1429540.052078048
238136,1197442.482279999
99548,6053909.050487406
287966,1459784.6816022259
295519,1335410.992801758
77681,1341506.7720301023
192745,683695.9890188051
193297,835016.0465665596
171591,1297852.3701653676
128093,626609.9513096354
123822,1478871.1637271761
116056,6068239.639434422
158735,1329821.6704313692
75725,1763505.9815391144
35177,719481.805075177
290735,805350.4924679071
158962,4829720.589835919
272301,770890.6068626291
70376,536298.9397521062
79302,5014729.639455638
157835,1261197.637162149
136728,1210693.0182047393
209187,1663092.7932429425
281960,1661203.1313346487
222915,1759340.4915016878
187155,1542676.9990410677
187479,886868.7163928894
216938,1288890.3740830224
273384,821564.8256439308
130532,1281138.7125380938
155648,858775.780810685
196616,5563732.635557024
109964,1418379.599441628
190366,1408244.918483256
13491,615315.7626868465
100735,1242128.7675779262
292072,9159606.759680657
47433,1310682.9627293923
127828,792988.9793499657
221694,1626567.9330663474
155725,803686.9670680456
4373,1669214.019371274
54111,1525510.0351005066
71701,744570.6273332369
257142,1235054.1891733184
108379,1174869.4267166818
160303,1781555.8464185651
31515,1303029.8488878086
254056,848982.4072494282
141457,1588274.6436806228
263902,606496.4767668836
13988,456715.00198711857
156216,1293996.5218650743
121140,1534954.7365157863
141907,1180037.4616905318
125371,1645340.5621873434
104548,771376.8102662008
140031,1382265.049449953
127181,659731.6265082419
7802,2334211.3363301754
70114,1714617.6152360647
12415,2409359.3708444843
283202,1180377.6630954219
286055,1551357.952739145
267419,721783.1474584708
298848,710687.2044353649
170195,1604710.2242080031
188577,1767569.5172988316
17850,5195334.746597755
215861,4594238.5315912515
245728,1229990.2923463425
269728,4887787.0268723015
236155,1620648.153376618
13194,1760013.6559274069
207014,843850.3208621553
119398,645100.9436155908
238,4833905.0584225925
211964,1364545.7354002502
238585,1236194.7613743434
171405,5470503.06931298
677,1414346.2275725154
61668,1375174.2602979701
46664,1478158.974009467
165986,4919867.318129222
34947,1473182.685003607
78352,1570877.9583041484
255858,479187.91170894826
58365,1636304.9372147298
257170,1495022.4492659299
59389,697832.4377944836
93235,1599253.7419220218
190723,1442543.8374835788
158828,1191052.0787795892
18522,1515634.6170040378
4314,1357741.4495064374
206623,1500950.3765583248
216212,8005504.467191106
291365,1759037.2814025912
98168,611691.018285828
78384,858734.3703046506
258133,1308889.630798105
75734,1526040.0315724674
242601,807845.5587542345
11369,702823.3968270678
36664,802779.5714363749
154610,1507221.077315202
117751,1535004.4363618374
179237,1665135.631569046
77142,1574691.5969658939
62179,1141126.0603171624
219641,1647354.8630254348
8598,5394025.11677042
279529,4969100.238363681
7354,5078332.860707515
291714,1149914.2074309078
233137,1219871.0463653845
37060,785886.4860463748
95134,1571680.8041263744
298971,1594581.8831324847
87543,1574625.7137830288
276904,4715097.0892037405
286437,1585842.0604287158
257908,793053.1779726436
165017,1424420.8028573901
277443,1205886.5940678585
211875,1633889.9867359805
5300,788421.0917269405
148580,1512925.484019647
232132,1764969.3449003566
113808,1659647.360973071
25705,536573.4166094756
206594,1370060.001204856
106498,732802.3234612397
25988,577463.6379281742
47180,833375.6514004138
123988,823082.7153995249
96064,818186.1380136413
772,1136137.4125789497
287279,5643581.798966612
26754,4616534.79101062
79399,802083.1778819128
231304,1456233.8175684009
255882,5557738.871823804
175353,5595535.273932735
221623,1679212.0118460522
109793,4552275.094220443
180758,1163713.3190295626
82851,4513346.003558661
2563,1264051.323434998
49215,779415.067413062
3762,2456367.6147074825
191443,1521682.8293309587
286405,4776331.017756784
22398,1643902.9331328394
7909,840693.0768933181
274226,803572.2579569287
12751,620968.8846710939
160314,1715304.7271776227
281345,1847659.3812073285
92989,856741.0773527086
196259,1606256.8047892442
24470,1436752.7072045242
128998,6050544.566668325
297617,691648.8473427854
244730,1555304.3824084247
152818,6285249.121019825
194638,834715.7775759635
80301,1265150.654455988
44203,804466.4091071595
90830,869975.3498414033
170329,1612001.693345197
8548,743403.484015376
125565,1606627.5514083814
209998,1427299.3513157289
187987,1474783.9228329426
153041,1576275.855596329
79217,1817488.159840105
239688,5162600.684694651
148689,1376089.6637862902
289932,2595739.7304426096
137678,2237626.9441924016
147485,1414453.8279354672
221591,1658511.8474748484
106049,1748939.81518462
25496,1536278.955515741
90199,855144.5724120416
265868,699184.0060307935
106533,1218929.4577588078
268112,5990121.792378182
166469,834053.0237955267
189475,1609969.4830670876
299251,758932.1729575464
267648,1395796.6438273932
3617,1494296.1178231784
144503,7016378.043938202
