id,categoria
36316,0
194159,2
227408,0
82397,1
46457,1
272358,1
250155,2
32753,3
58007,4
178133,0
167542,2
140053,1
172742,0
250542,2
208484,0
218257,0
153577,1
207183,1
197755,2
17832,3
60322,1
294361,1
9893,4
58592,2
19526,0
35143,1
288656,4
132491,0
228187,0
92435,0
233180,3
258195,0
157491,2
258047,1
100106,0
112278,4
217561,1
132142,3
205620,1
45293,2
147373,3
98627,2
139515,1
260421,1
225044,4
83083,0
188630,3
282918,0
219139,3
660,4
163921,0
88311,0
774,4
176707,3
109416,1
72875,2
132033,3
75138,4
266105,4
268973,0
27815,0
139168,1
288171,3
22276,1
180649,4
115356,4
213034,4
93795,0
47903,4
50364,1
291725,3
288975,1
154239,0
26168,4
215673,1
63484,2
135904,0
289415,4
191063,0
248675,2
150010,1
4421,1
88928,2
116423,2
124699,0
226815,1
38212,2
19319,0
180384,0
261326,4
204405,1
18218,2
88457,2
42950,3
71716,0
107307,2
298215,3
92248,3
13696,0
219375,1
269691,3
163224,1
96329,4
209138,4
201173,2
99212,0
268810,3
161497,1
103670,0
224417,4
39836,1
12510,1
216150,1
261333,0
255320,2
118783,1
32809,4
297052,3
82795,4
138377,1
229837,0
75763,0
2512,4
62521,2
237818,0
152292,0
278403,2
11879,0
158513,3
237726,1
64742,0
31955,0
63762,0
297301,3
253803,1
78453,3
107082,1
2130,0
289423,2
84978,1
208299,1
11565,2
98108,4
97086,0
153280,3
169196,0
139589,0
182799,2
126367,3
71708,4
21776,1
277567,0
244819,4
148617,1
111579,2
219982,2
175439,2
64658,4
53635,4
55713,3
116635,2
61335,4
280443,1
251822,0
21252,2
33145,4
184641,0
279183,2
129843,4
34607,1
261220,0
170594,3
166214,4
277163,2
83002,0
139622,3
166394,3
102678,4
280664,0
97013,4
188359,3
194676,3
121663,1
153590,3
239439,4
291696,0
63553,2
270260,2
231223,3
201234,0
219448,4
209471,0
70588,1
190785,1
233364,3
154538,4
68859,1
246608,3
296281,2
41595,0
201732,4
251152,1
3539,2
206114,3
268239,1
233080,1
40790,1
72025,1
57552,2
167118,3
184600,0
284830,0
130927,1
26302,1
280686,1
186896,0
163648,3
81040,1
289813,0
91293,3
52686,3
223123,2
47090,1
297202,1
151106,4
37250,3
265478,0
172919,1
179524,0
239086,0
63985,0
22311,1
125932,1
22139,1
174097,4
84845,4
109465,4
284948,0
65434,3
22171,3
88364,3
249718,0
76423,1
156197,2
217135,3
122828,3
84395,4
79501,2
226196,4
106936,0
56254,1
203175,2
225367,4
249569,0
222573,1
152929,2
50398,2
224663,2
68933,1
61384,1
43483,3
141480,0
191774,3
231960,2
159751,4
186414,1
272167,1
36712,0
246704,1
273624,0
148502,1
227196,2
272103,2
202126,3
120856,4
149894,1
108308,4
98472,0
632,1
234569,4
50824,2
288751,1
299307,3
79108,4
296098,2
75945,1
135643,2
2898,0
299080,0
67729,0
218799,0
299274,4
122933,4
270379,3
270447,2
3077,2
14001,2
142168,2
268791,0
117094,0
175744,3
245018,4
27748,0
186396,0
145840,4
165607,1
134448,1
6669,1
6155,1
149070,2
168291,3
167322,0
284431,4
146378,0
96899,1
256478,0
173591,0
138251,1
274480,1
10585,4
269465,1
104807,1
237607,0
112464,0
114384,4
143500,0
246603,2
96636,0
288969,2
123309,4
195450,2
117910,2
239971,3
94104,0
247695,1
47604,4
58462,1
288688,4
93788,0
295134,1
229943,3
286123,1
178477,1
255741,1
233034,0
271555,0
270716,0
1707,0
294352,0
193649,0
194974,1
139557,0
289769,2
162034,3
206421,1
197678,1
157965,1
99617,1
161076,1
27446,0
62474,4
203064,3
122566,3
203692,4
292125,3
16181,1
86185,1
208808,3
265157,1
131688,1
126757,4
160646,1
298409,3
173585,0
270499,1
232994,0
47560,3
144261,0
32625,4
246679,0
64522,0
205323,4
59454,4
215015,1
257120,0
235110,0
253261,4
269687,0
33032,1
233323,0
231828,1
222110,2
87452,4
70240,0
134494,4
70535,1
283371,2
72793,1
34631,3
23937,0
186711,2
107607,2
299194,0
172375,0
252899,3
172133,2
224669,2
242050,4
139129,3
137674,4
35778,2
278885,0
228618,4
156913,4
140976,0
61211,1
180117,1
276281,3
95954,1
176017,0
198483,0
185181,2
15260,0
225379,0
110568,3
270938,4
92397,0
269858,3
219069,3
84290,4
89145,1
291130,3
262686,3
285797,3
228371,2
192966,2
67992,2
225646,1
124524,1
33917,3
22162,1
252045,0
182806,1
57710,1
12297,0
294441,0
243920,2
46054,1
140903,4
113439,4
239861,0
66466,1
254893,1
235225,4
2302,4
8854,2
234653,2
56370,4
216702,2
69485,0
116273,0
63759,0
187713,4
85715,0
271990,2
64047,4
237342,1
291928,1
195661,1
87173,0
199884,2
192100,2
277263,3
16937,1
252073,3
158120,3
244113,0
54587,4
93504,3
84016,1
247094,0
195765,1
165650,4
106735,1
183454,0
20564,2
244605,2
224366,0
285642,4
110571,1
199911,4
121777,1
204742,1
165791,0
77052,0
247232,1
4982,0
236393,4
13068,0
29154,2
200145,2
124930,0
142112,0
6999,4
224835,4
276155,2
103902,3
34002,4
276230,1
165831,4
176676,2
271501,2
149251,2
256542,1
298725,1
134171,1
34868,1
192725,3
252645,4
211124,3
129643,1
187406,2
276502,0
149483,3
32748,1
47615,2
287048,0
273352,4
244798,3
187833,1
51116,1
125834,0
132036,1
201136,1
200766,4
54117,4
175168,0
55899,1
146111,0
115900,0
72783,4
290045,1
191608,1
102114,4
101479,2
243033,0
223625,2
206744,0
147036,0
126091,3
265843,1
60895,1
35451,1
10725,3
36039,0
52026,0
141161,4
82822,1
87475,2
30402,4
123048,0
108965,3
121188,4
176329,1
103412,0
78360,2
68130,1
33603,4
171647,2
270054,0
293544,3
157604,3
266113,0
78595,3
137467,3
219084,2
215582,1
1057,4
39529,4
266916,3
94795,0
229535,0
22636,3
253632,1
234714,1
184007,2
63274,0
32415,0
50327,4
179429,1
111809,0
210935,0
159421,3
14420,1
179334,4
233457,2
28838,1
214690,1
81155,0
103754,4
249505,1
16247,0
129250,1
36427,3
56695,1
104350,0
75806,3
148171,2
264940,0
132194,2
104022,3
88162,4
222438,0
8251,1
88473,1
237899,0
65895,0
108920,2
177377,1
64746,4
207406,2
173931,0
180372,0
152315,1
1741,4
195344,3
291535,0
65365,1
84060,0
1002,2
277254,0
65278,4
272556,4
216058,4
87786,1
204624,1
243075,4
77023,2
196293,0
58852,3
111658,4
126606,0
116484,0
68507,1
118865,2
244253,1
260942,3
42161,1
208496,4
84279,1
95015,4
81400,4
171956,1
65481,0
263598,2
282073,0
180413,0
33160,1
71278,0
104322,4
1534,0
125294,1
6382,0
72548,4
257730,2
179491,2
184375,4
157954,1
157490,0
141651,3
298922,3
74133,1
244452,1
205357,4
171391,1
180651,1
256327,1
247756,3
159177,3
141689,1
119333,0
66407,4
109374,3
53593,1
72137,1
181659,1
5241,0
190789,1
84145,0
79464,0
207230,3
232812,1
221124,1
277179,4
188093,3
232780,1
92662,2
72817,0
121273,4
24340,0
213534,0
160918,4
290638,2
215749,2
153007,4
2680,1
22290,1
94311,4
72742,0
166516,2
52698,2
52619,1
130586,0
226153,4
103795,1
109685,1
9456,0
72865,1
249429,4
254910,2
165270,0
197608,2
174332,0
38449,4
148890,3
274289,0
33280,3
55559,1
216570,1
75023,2
213750,0
215860,2
132348,0
167123,0
34551,1
57809,3
163943,1
280003,0
118348,0
180731,0
278156,0
61393,2
239928,2
162268,2
65130,2
282110,0
142808,0
289923,1
81691,1
252947,1
288853,4
76211,4
259847,1
189901,3
248798,0
231204,2
72967,1
228603,0
7492,4
272782,1
272332,3
26388,4
242165,1
19950,1
87818,4
22626,4
35355,1
184994,1
116282,0
25810,2
238393,3
19360,0
290364,1
173521,4
126475,2
206728,0
99766,3
108268,0
95104,3
57770,3
12086,0
47386,2
196538,1
295832,3
295670,0
261101,1
57936,0
298478,2
80228,1
263451,0
90953,1
30360,1
106865,2
237192,2
197111,4
53249,4
103458,0
240847,1
114142,0
267728,1
241678,2
45700,1
164557,4
129292,1
224908,2
219628,1
88934,0
77403,2
237564,1
164906,1
295704,1
102814,1
23240,0
123457,1
233135,0
136486,3
298996,0
190305,3
264697,0
36621,0
230369,4
8302,4
20973,0
115743,3
80082,4
176674,0
242082,0
165014,4
111079,1
125307,4
164147,0
107684,0
268398,2
102550,2
287189,0
118017,2
98248,0
109139,0
294853,0
121961,2
195949,1
177791,1
186850,1
109553,1
284573,4
156779,1
74519,4
128988,4
74759,0
158659,1
89848,0
48213,0
274598,0
290255,0
156848,1
152230,1
141815,3
244137,1
251616,1
35190,3
28796,2
241081,3
41754,3
47995,1
43979,1
73431,3
57195,3
298,1
206533,0
120929,0
250303,4
226555,0
198633,1
53862,0
223027,1
71806,2
239932,4
42303,3
65034,0
143766,1
92433,4
119260,1
247358,3
41612,4
82022,2
251031,0
286627,1
119964,0
110815,2
189095,1
260271,0
90011,2
272202,3
194136,1
248084,3
132060,4
80678,1
268977,0
53212,1
189237,0
58439,2
160573,4
98413,1
89774,0
98551,1
24159,4
15615,4
100399,1
225481,1
228706,4
197268,2
284855,0
158491,3
94654,2
246302,0
154484,4
123330,2
62851,2
199528,2
43673,2
165213,4
168161,0
231102,0
187481,0
118851,2
171741,2
40993,4
94205,1
272335,3
185627,2
261958,0
76404,4
245826,1
157820,2
178069,2
116649,1
66916,3
12173,0
229090,1
187170,1
293731,0
50169,1
28627,1
243054,1
248211,0
130802,1
27851,2
120968,1
57912,2
194837,1
268255,1
81542,3
36461,0
229779,4
204911,2
166367,2
107361,1
79910,0
248923,0
153659,1
287585,3
262456,0
259049,2
123005,0
229314,0
187411,3
200519,1
554,1
40811,1
197998,0
33552,4
181146,0
50719,2
245331,2
50172,3
191436,4
69511,4
36092,0
186347,3
84740,4
150769,0
287771,4
93154,3
159394,1
200152,0
132426,0
181915,3
190381,0
170383,0
155745,1
44028,0
277835,4
293067,3
91033,4
151341,1
283233,1
73639,1
182749,0
136072,4
121709,0
178727,3
246265,2
166152,4
158535,3
151624,1
136868,0
288126,4
124885,2
41654,0
130050,1
31086,3
155415,0
3940,1
108280,1
282438,0
29753,2
180567,1
46314,1
113740,3
233338,2
21822,2
120438,4
71448,0
191874,2
259154,3
105330,2
18032,2
292924,0
52553,0
181369,4
212915,1
295408,0
132960,0
125576,1
179835,1
249887,1
225795,2
215039,0
235036,4
216615,1
99802,3
294554,4
219863,4
82310,2
48834,4
50354,1
197891,1
271224,4
283864,1
234418,1
215195,4
289087,2
90775,2
294462,0
233995,0
187156,1
207520,0
297691,1
161709,1
11162,2
5865,0
111239,3
61828,0
141371,0
229624,2
93151,4
149313,4
223983,4
143657,2
202050,2
140203,3
96267,4
10967,0
260225,0
283171,4
228271,4
175820,1
62418,4
203366,4
71767,1
212804,1
173675,1
268310,1
234130,4
141970,0
110355,0
228297,0
202035,1
204191,1
63729,1
268910,0
177360,2
70952,0
173555,0
231326,1
229884,4
292195,3
270863,0
67732,1
90695,0
132689,0
226642,0
147729,0
173359,1
232889,4
146431,1
263555,0
290268,0
43656,0
90863,0
204539,4
8160,0
143198,4
281828,0
89895,2
131766,2
132620,3
223532,0
114788,3
238467,3
163162,1
184653,0
39490,1
25454,1
31112,3
221367,1
207280,0
232743,1
11479,3
257560,1
48334,2
186173,2
134250,2
204061,0
162724,0
293375,1
277918,1
175954,4
23526,0
247213,4
253982,1
291784,3
78712,4
205710,4
185139,3
7092,0
181610,3
215670,0
11616,2
111083,4
219196,3
206739,4
13754,1
284271,4
217518,3
134407,1
13212,3
118301,0
249219,0
23210,1
117110,2
47073,0
65576,4
232608,2
197528,0
166836,1
259470,0
52418,0
78212,0
4058,4
210937,4
276737,4
197522,2
111998,0
152743,0
291408,1
144053,3
45207,2
126226,1
252203,2
242508,0
110313,4
175520,4
3669,1
277899,3
27485,4
282480,3
141717,4
11854,0
155455,2
174757,1
131334,0
127682,2
88026,3
4709,1
188017,1
21126,1
276557,4
75972,1
30792,4
273774,1
151758,1
57968,4
101843,3
139993,1
110783,4
68962,4
47824,3
138517,1
88580,1
75971,1
298760,2
144305,1
61311,4
69045,0
231929,2
248730,1
232469,1
40419,1
22993,1
194422,2
179127,2
225894,0
157653,0
78402,3
231254,1
136245,3
269795,1
278875,3
198598,1
263992,1
180171,1
164905,1
260873,2
127065,3
273166,1
274337,0
62627,1
24565,2
87550,1
65959,1
80411,4
53856,0
237839,4
10642,4
8931,3
90369,2
214179,0
121748,0
44483,4
3778,2
249528,0
229514,4
221773,1
176425,4
61529,0
130158,2
196857,3
130796,1
162515,0
198700,0
252996,1
7860,1
281536,1
241925,0
260209,1
165004,1
156093,4
48931,4
235878,0
223846,3
45361,2
246267,0
257457,4
292344,0
278837,0
89198,4
134971,3
267384,0
88303,2
154494,0
189606,4
85124,0
60325,3
69671,1
190773,4
44090,3
75008,4
74944,0
281948,4
192720,2
7437,1
252473,4
45073,1
62322,1
118593,0
272084,4
57466,2
243541,1
229137,0
180016,2
192126,2
13066,0
270325,1
154414,3
225505,0
200434,1
266452,1
294958,1
51061,3
44775,1
255094,0
129409,1
43692,3
152758,1
30629,0
239414,0
71958,3
124596,2
243510,4
128849,0
166794,2
176167,0
293203,4
85372,4
204959,2
33402,4
53521,0
173847,4
47295,3
22620,2
247081,0
156985,4
176462,3
179438,4
272557,0
116013,1
287378,2
225462,1
244891,2
241673,0
149179,4
72337,1
147192,2
113182,4
66827,1
39335,0
263001,1
274182,0
217158,0
244960,1
17797,1
62166,0
136219,4
73892,4
274714,1
52676,1
209975,0
178117,1
40810,0
246559,1
175433,1
191328,1
57288,0
49065,1
2146,4
54519,1
122666,1
190507,0
30918,0
86584,4
26179,0
183607,4
150173,0
170113,3
231242,1
278066,3
180917,0
99865,1
176463,4
277380,4
133096,1
95302,4
163765,2
237508,0
256090,1
134269,1
74080,1
79154,0
176521,3
217571,1
289540,2
148294,0
255390,1
188274,1
84137,1
187763,2
94161,4
92548,0
36477,0
269190,3
288068,2
58938,1
123040,0
297233,1
44466,4
117663,4
285422,1
101966,0
108617,1
187596,1
14822,0
130190,4
257006,1
206532,3
6848,1
149523,4
106066,0
168415,4
219533,2
144191,2
64561,2
89632,4
91584,0
260148,4
250487,4
160013,4
231448,3
214538,0
50945,0
289973,3
168069,2
254241,1
95379,2
253521,0
105876,1
163296,0
179811,4
164407,0
283788,0
286687,1
211208,1
60673,1
224472,4
271236,0
32238,0
6663,2
147474,0
88224,1
55929,2
195633,2
15139,0
10866,4
80905,2
60455,2
226686,4
277626,4
181324,0
38330,1
159275,4
67599,0
10355,1
26443,0
128681,4
14138,1
189505,2
208877,3
256214,1
63500,0
82467,4
242970,4
193955,0
162072,1
119146,1
282840,0
173638,0
2519,0
1250,0
56543,2
215197,1
287939,0
79990,4
277196,2
220055,0
258832,2
63473,0
92478,3
6091,4
63531,2
230607,1
75721,2
161274,1
274621,0
245977,3
165732,2
73404,4
117401,0
110937,2
262963,4
213074,1
281281,0
160491,4
168263,1
24854,4
252738,0
31519,3
285656,0
253044,0
278269,2
242365,0
122455,4
45346,0
130980,0
277862,0
165170,2
27216,3
50569,1
154027,1
274873,1
20466,0
112697,0
103370,4
170106,3
281682,2
62638,0
229612,0
293878,3
71603,2
52630,1
129003,1
174422,1
293615,3
161329,2
50992,0
8507,3
198863,4
90068,3
188820,0
184117,0
140516,0
129747,1
59869,2
240922,4
200971,1
3798,3
89386,1
267845,1
174176,3
164716,4
171283,0
131005,3
15422,2
270644,3
144559,2
44942,0
67856,1
270033,0
86165,4
40890,1
206921,1
8149,0
25617,4
226399,2
54468,1
57228,1
152444,1
103712,3
104435,4
190578,0
222205,1
99741,0
268276,2
245415,3
214466,2
26725,4
235002,2
225101,2
68362,1
265419,4
262675,1
293663,1
251150,0
250467,3
4072,4
146868,1
130953,1
247312,0
134339,0
136716,1
204871,4
38525,1
63038,2
40366,4
283177,0
203443,0
94305,2
116235,0
187362,0
276364,1
8504,1
38427,4
130083,4
80485,2
12881,3
10489,1
10813,4
224547,2
162222,4
255912,4
117446,2
278468,4
142937,4
134544,2
290946,1
126390,3
240894,1
205121,4
174565,0
115956,0
199380,4
115001,1
106869,1
164710,2
1446,0
227905,4
50498,4
56994,2
257544,1
222478,1
77352,1
297466,4
143837,0
135487,2
253162,0
194196,3
137197,2
244993,0
153345,2
77767,4
287686,0
152182,1
179407,0
139466,3
296498,0
209046,2
112418,2
209769,1
29121,2
95900,1
265504,1
216990,3
209337,1
153743,2
275420,0
159343,3
124493,0
256521,2
209050,3
11975,4
28016,4
139174,0
56792,1
163287,0
3994,4
196648,1
94706,3
103814,4
129844,4
63098,4
260767,1
107418,1
184584,1
234016,4
218325,1
220352,4
106953,0
240581,0
231033,2
63640,0
225125,2
257939,0
230420,2
270006,3
229946,1
235201,0
105108,1
53339,4
242974,0
60232,3
219505,2
39111,1
56502,4
222953,0
269246,0
88775,1
173642,0
264636,0
15986,3
159637,3
79016,4
188507,0
181816,4
90499,0
40398,3
123932,0
254789,0
104595,1
203673,2
60087,4
191613,4
38194,4
1129,3
141913,0
282351,3
13701,4
274709,0
105193,4
145562,3
65194,2
93018,2
231111,3
246091,1
57931,0
47868,0
249354,4
235788,1
117355,0
227526,4
238040,2
163389,1
93599,3
185237,2
140913,3
273208,3
57935,1
7094,1
134565,0
24494,0
138613,4
110652,0
140096,4
39763,1
143906,1
104426,0
285410,1
278260,3
248951,0
41935,0
161768,1
125353,1
245868,3
226670,3
92638,1
6124,1
158595,1
33789,1
97082,0
143908,0
65203,1
216471,1
246525,4
6003,4
12206,0
262792,0
121481,0
269646,1
82204,1
30095,1
279933,4
26630,0
63654,1
59759,2
240052,4
56526,0
73763,3
104619,1
64386,4
212740,1
159716,0
277532,2
286423,3
59618,0
131014,4
287018,1
210507,2
244847,1
140812,1
249199,0
244363,1
89671,0
156198,4
242250,0
102500,1
252559,1
261030,4
214725,4
206919,3
223514,1
567,0
12411,1
102046,0
118360,0
109962,4
71835,2
296828,1
275539,1
56157,2
140355,1
64677,0
74677,0
78810,1
258199,0
122864,1
19753,2
129708,1
298602,0
65996,1
22640,0
60798,1
126151,4
185661,0
47835,1
178912,0
209463,3
250614,2
55686,2
142554,2
86593,3
213160,1
214061,2
286143,0
43720,4
104933,3
224946,1
30747,0
74906,1
235097,0
45859,0
192791,4
79074,4
113938,4
70302,1
107337,0
176715,3
175752,2
285374,2
16073,4
88761,1
114679,2
115021,0
204325,0
233297,2
30824,4
290317,0
160924,2
735,1
158074,3
291868,4
67524,0
120133,4
77947,4
85524,3
162230,1
122077,1
284625,1
22480,4
165785,0
174658,1
172363,3
61810,1
23355,0
134732,4
159283,4
104981,1
288066,1
47136,0
129974,4
219921,3
250062,0
209898,1
178689,0
225210,0
69391,1
24289,0
166320,4
178978,0
259684,4
159320,1
281923,1
185498,1
154028,0
42606,1
110027,0
225246,3
249698,4
150598,2
225084,1
54280,1
182699,0
28061,0
103495,0
52094,2
21674,2
125618,4
133778,4
230137,0
92830,0
3899,4
207218,1
182359,0
103647,4
148160,3
274390,2
113951,4
189659,1
195083,3
138027,4
63268,4
245760,1
162038,4
182947,4
269347,4
171179,1
260998,1
164198,3
172750,2
166549,1
251009,4
203285,0
26638,2
203652,1
25298,1
193464,0
235522,0
217216,0
132616,2
139900,0
281821,3
227994,0
77862,3
109369,4
13402,0
261928,1
175427,2
174577,2
280346,3
228825,1
117969,2
134101,2
286054,0
51212,4
79122,0
295639,1
63393,0
180035,0
245268,2
29931,4
93305,2
105895,1
29686,4
65008,2
297399,3
76817,3
117226,4
248702,4
141589,2
9477,3
39539,0
21146,1
53984,0
34360,0
114551,0
44378,3
94490,2
150646,4
89799,0
125740,2
80641,2
249401,4
175543,1
259924,2
109143,1
296439,4
278562,1
48091,0
238676,3
265327,1
93670,2
103877,0
294467,4
81154,2
125709,3
165966,0
225048,2
240532,1
131910,3
224113,3
111273,1
259447,0
113503,0
5625,3
250529,2
36224,2
32586,1
20573,2
44624,3
177322,2
40854,1
156560,0
2403,4
248152,2
94896,0
76020,1
5667,4
59769,4
233576,0
63779,0
272119,2
202181,1
246574,4
83954,4
274286,4
27895,1
48153,3
183600,3
53755,1
180075,1
22179,0
296734,3
207953,0
110818,4
119054,2
121632,4
204122,0
190884,1
298607,1
180883,1
212589,0
87038,3
69235,3
281853,1
199272,4
138786,2
140981,2
92530,0
152594,2
282421,1
9221,1
96529,2
52337,2
59333,1
139865,1
92231,0
710,2
27008,4
149396,2
149022,1
143863,4
237667,2
85447,1
150850,1
105236,3
26721,0
113718,2
127493,4
151778,2
101008,0
37577,0
140237,4
139349,0
211737,3
265751,1
290967,1
246747,2
134495,1
137609,4
109134,4
186728,4
60894,1
262346,1
122858,0
438,1
40746,1
214975,0
12664,1
32755,0
283001,4
197115,0
268991,2
690,0
158375,2
127565,1
131360,4
50042,0
251689,1
160098,4
7273,0
19859,0
248192,2
28415,1
35161,4
117631,2
145499,3
101149,4
283653,2
176964,1
72321,0
131898,1
12025,2
63432,0
64175,0
107588,3
152450,4
97872,1
269009,1
123889,1
205875,4
24714,0
266406,4
233642,3
137143,4
143950,4
61707,0
100141,0
1423,1
100132,0
133839,2
65704,4
285076,1
66540,0
297974,3
230712,1
113542,4
147463,0
84464,1
26446,2
299550,2
265909,2
213409,0
217614,1
113401,4
90957,4
227360,1
75306,4
86721,4
167416,2
266450,1
297729,0
225724,1
92901,3
72517,0
272758,4
61315,0
73721,4
71577,1
164096,1
124877,4
9655,1
13620,0
74754,0
26918,1
275756,3
156466,1
184271,1
227886,1
196926,2
108072,4
103266,1
245093,4
283766,1
28143,0
35982,2
127903,1
271329,4
31949,1
212706,0
126550,1
163193,0
146218,0
168120,3
288946,0
21379,1
137528,2
132329,1
58841,2
10294,2
42544,3
172273,4
204723,1
48980,3
33452,4
280574,4
153190,4
244258,2
145542,0
157761,1
63359,3
131885,1
34729,3
96041,2
184762,4
286599,3
15781,1
60398,1
137288,4
94753,4
187000,4
76734,1
111202,3
113375,0
169605,4
134796,4
148755,1
56163,1
36821,2
166283,2
61174,1
234946,1
290952,1
229863,1
234274,0
267871,0
55709,3
50315,3
225054,2
182513,0
57364,3
226951,4
214591,3
219050,3
229845,1
293657,3
205651,2
199578,3
52126,4
60022,1
244095,3
160678,2
140592,3
16855,0
248862,1
81961,1
23323,1
124450,4
112253,2
172962,2
263634,0
243167,4
129203,4
42162,3
232396,0
82633,2
102864,1
209821,2
261636,1
254404,4
4157,4
219793,4
49691,0
88347,1
221164,1
148254,4
166189,2
13492,4
38088,2
59338,0
21772,1
113090,3
260492,2
123598,0
279962,3
152815,1
61499,1
62657,4
158517,1
56028,1
165621,4
54365,0
115617,1
278647,3
293285,3
142525,0
74596,1
9976,0
200236,2
242314,4
195846,1
64295,3
265860,2
180386,4
164886,2
197633,1
184415,1
227283,4
172764,3
242882,0
131923,2
40755,4
298252,0
247801,0
204467,1
53558,1
96836,1
30519,0
85579,3
102556,2
207868,4
11673,3
163767,2
223264,1
181519,0
21915,1
65825,1
188700,3
97645,1
96286,0
24155,1
264262,0
104100,1
25405,4
149291,1
295958,2
124583,0
40257,0
289422,1
218352,4
235824,1
81888,4
242057,0
128032,4
152407,2
141883,0
281924,2
267376,1
198331,0
152392,0
29098,1
298723,4
109141,3
24672,1
120894,4
119729,4
274989,3
224500,2
109961,2
202761,2
105804,3
277572,3
276378,0
73459,0
182846,1
34289,4
238146,0
107682,2
19977,0
73085,2
287821,2
120194,4
225560,1
114549,3
260539,3
65409,1
6744,4
157263,0
184857,4
104551,4
128902,1
28192,4
143605,4
191377,4
125780,2
187658,1
47019,2
228232,0
166034,0
277628,4
83641,1
164794,3
259729,0
276945,2
255766,4
259321,0
175809,4
286234,4
243424,0
172114,0
172761,2
165651,3
130015,1
81842,1
93058,0
258261,0
31742,1
38085,1
34304,0
251244,1
174781,0
220066,0
232741,4
210904,4
6090,0
176114,1
52939,1
12601,1
228919,3
136544,0
121474,1
230848,0
121198,4
79663,4
282538,1
14634,1
42179,4
121824,1
144976,1
249167,0
125202,1
60633,1
244426,4
163362,3
225504,0
243981,4
106215,4
192340,0
225777,4
194200,0
159456,1
173057,2
16201,2
168213,0
282763,4
190106,1
220525,1
26964,3
169487,1
221681,0
85302,0
159299,1
48025,1
87590,0
93864,0
119605,4
84904,0
210999,3
189352,4
159711,2
44324,3
10383,0
36971,1
