idzona,lat_mean,lat_median,lat_std,lng_mean,lng_median,lng_std
222.0,21.88449031504896,21.88449031504896,0.002135016932669261,-102.27359275183719,-102.27359275183719,0.016132285061208416
223.0,21.875927109425664,21.8824491,0.013725713774359317,-102.28483562481317,-102.2850802,0.0015001651002518178
227.0,21.863489899999998,21.863489899999998,0.0018520540812861914,-102.27927229999997,-102.27927229999997,0.0011210470909005029
237.0,21.864526599999998,21.864526599999998,0.006057642373068041,-102.24941890000002,-102.24941890000002,0.002348584463056179
244.0,21.8652924,21.8652924,0.0005573415649316411,-102.27002360000003,-102.27002360000003,0.00012388510802944927
246.0,21.866997188872944,21.866997188872944,0.0004454930081826116,-102.27493570000001,-102.27493570000001,0.000799454926816877
253.0,21.859194821413624,21.85952639282724,0.0045281543336231625,-102.31310499822388,-102.31131199999999,0.03163210616902631
254.0,21.86578305349276,21.863269533333,0.0037398870693486175,-102.28897806817498,-102.291,0.003700026238572803
256.0,21.8675904666665,21.8675904666665,0.000579167594478811,-102.290616983335,-102.290616983335,0.001955880924634403
259.0,21.855697006727446,21.8560944,0.0010988374436922883,-102.2794124114731,-102.27926015853882,0.0011593721467501152
260.0,21.84881753796898,21.84914442946605,0.0012539728305983055,-102.28043046698512,-102.28063882487501,0.0008660847214964159
263.0,21.86731106312534,21.8608295,0.013209566589955177,-102.28146380962035,-102.28572629999996,0.012252492049196265
264.0,21.832908949999997,21.832908949999997,0.00012876414485278796,-102.2970012,-102.2970012,1.6970562745824955e-06
268.0,21.85018845,21.85018845,0.0063514452406516105,-102.2717109,-102.2717109,0.036325348141757884
270.0,21.858094296553592,21.8586116,0.0011659579211689155,-102.29919152606253,-102.2994172,0.0010944800888310177
274.0,21.84702490311156,21.84702490311156,0.00045433527719338667,-102.29512345445491,-102.29512345445491,0.0006836009609150148
275.0,21.7464468333334,21.841110500000006,0.24201656776449898,-102.23666038666602,-102.29863790000002,0.11336943524273672
279.0,21.83866766389292,21.83866766389292,0.00018517161843723882,-102.318255672583,-102.318255672583,0.0015703815131626296
282.0,21.852079863907743,21.838918726856384,0.02415007523633746,-102.31512375661175,-102.32059613683168,0.01076483403167435
285.0,21.852032194347146,21.85222815804,0.0016684852352788634,-102.30990245312516,-102.309,0.006946325858287055
288.0,21.84911998531858,21.84911998531858,0.0028749167520763126,-102.29697337826508,-102.29697337826508,0.002377682027515176
291.0,21.788221025687776,21.788221025687776,0.0021229810718376278,-102.27969502715453,-102.27969502715453,3.842820656264814e-05
294.0,21.858120160133414,21.85842540750871,0.004003021644955082,-102.27802969877474,-102.27502084470999,0.010804471024910282
368.0,22.05795862473883,22.05795862473883,0.08292569990693208,-102.16841782249753,-102.16841782249753,0.020659365588242926
377.0,21.89790452450661,21.91009838349784,0.033252486525768385,-102.32271499008789,-102.33080554031984,0.02149792963011694
416.0,21.806818184626845,21.807,0.0005193664000447239,-102.29291929135537,-102.29298017406614,0.00012302174951691393
420.0,21.756045153102164,21.756045153102164,0.11885779536880288,-102.30475279454956,-102.30475279454956,0.02086360213489417
447.0,21.88548837404374,21.88548837404374,0.0016799696959413706,-102.22086880080568,-102.22086880080568,0.01088827608132039
470.0,21.44034213678106,21.867935533333,0.9444922467233879,-101.12591074953264,-102.28234332764737,3.1883641510621366
753.0,21.944710557277947,21.945117433611927,0.002496839824840001,-102.32926305747071,-102.32928834104615,0.0014585045677092835
802.0,21.961865825,21.962737750000002,0.00325071953406941,-102.343635075,-102.3451657,0.005309895549120517
809.0,21.956972622185855,21.957042314980512,0.0004775120337566822,-102.3373432981198,-102.3374393,0.0013207902830863183
813.0,21.948594274450567,21.9496467,0.0027390622284616697,-102.34054897795004,-102.34327433162841,0.008092864508398712
823.0,21.952471600000006,21.952471600000006,0.007587962868912717,-102.32468920000002,-102.32468920000002,0.029202520113529095
829.0,21.96197906899307,21.96197906899307,0.0042031488448590025,-102.34488419354554,-102.34488419354554,0.0022060832109273712
865.0,21.847451433333333,21.8472863,0.0013008846080011546,-102.24602449999999,-102.2458511,0.0012755702881552507
876.0,21.930144900000002,21.930144900000002,0.0003040559159074971,-102.279925733335,-102.279925733335,7.896025960055751e-05
882.0,21.92223488041986,21.921564125522323,0.002181871612834404,-102.27606636176615,-102.27849645768472,0.007809858601247377
886.0,21.967731846214154,21.968092051371244,0.001712246404212197,-102.302030708193,-102.29846705000001,0.015336807702727169
887.0,21.92556154733202,21.933128,0.017729159889079034,-102.20056948189252,-102.31134155000002,0.27193491565041017
906.0,21.9378255477304,21.941768300000003,0.019716783349247598,-102.29317854303794,-102.29094150000005,0.015913701421290897
918.0,21.944949738014913,21.949435661406387,0.013079164945237785,-102.33868634788497,-102.34191278201422,0.011202149773648085
922.0,22.040999999999997,22.040999999999997,0.02687005768508773,-102.277,-102.277,0.0
923.0,21.93638901741976,21.9361978,0.000865908483653621,-102.29644214609374,-102.2870183,0.017193323844606492
928.0,21.880245426799878,21.881060566207232,0.001537051934473586,-102.23727294505277,-102.23653952630588,0.0023697363056227705
930.0,21.826423559667965,21.826423559667965,0.0008413726863639786,-102.28101681318358,-102.28101681318358,0.0015868703939605387
935.0,21.916338543012557,21.916338543012557,0.000681669526808888,-102.2604617550144,-102.2604617550144,0.0022954149741859927
937.0,21.923555927799256,21.923555927799256,0.0003315937662893021,-102.26129968745116,-102.26129968745116,0.0004068869886490175
940.0,21.821301575068915,21.820893767452606,0.0017334281844649422,-102.27102859382121,-102.27035634290012,0.0025337891731897584
941.0,21.945594861361172,21.9446616,0.0028159868183235143,-102.33280361416014,-102.32494354248048,0.013901720124856253
943.0,21.941858094409568,21.942535770976633,0.0048321002440003275,-102.30480115264741,-102.30570550529482,0.0028458347365125612
944.0,21.96125434147557,21.962685542671423,0.0031713646797038347,-102.30821712835893,-102.30165115,0.019237916785541338
949.0,21.939166649999997,21.939166649999997,0.0007740697933657799,-102.27392785,-102.27392785,0.006829308003394911
950.0,21.93298057728381,21.933364904567625,0.0008287482082730033,-102.29378791214904,-102.29387862429809,0.00023070414167007818
951.0,21.904845250218436,21.90525431432698,0.0009625791968897665,-102.23933370786133,-102.23914504051208,0.0004924767719992884
954.0,21.903208947468116,21.903208947468116,0.00037271240373445004,-102.3090155555725,-102.3090155555725,0.000251808605512536
955.0,21.88487560304104,21.887369200000002,0.006445506401364689,-102.25168259404907,-102.24301873809814,0.01870042971605703
957.0,21.861008847127493,21.860398945161577,0.0016931977417846194,-102.34196091604147,-102.342,0.00048156919576033963
960.0,21.91215539366511,21.9182655,0.01347333151890727,-102.32447022909354,-102.32992339999998,0.014079539010229498
967.0,21.9339379,21.9339379,8.782266222471704e-05,-102.30004780000002,-102.30004780000002,6.759940830268994e-05
969.0,21.956101687120597,21.95578413678407,0.0006942963684761788,-102.34989488548004,-102.3495447,0.0009256805477139303
976.0,21.82542562136147,21.82598595,0.0017458772517428423,-102.27422354965107,-102.27445438882447,0.0011634426587033536
978.0,21.874853765868956,21.878298754318408,0.009075103295555898,-102.3211846653134,-102.33694843150198,0.03323449515059536
982.0,21.945386770341532,21.945177446024843,0.0026033711403883543,-102.28904146531168,-102.2812859663635,0.015954777920808155
1002.0,21.934024741677533,21.934024741677533,0.05788537568378099,-102.28483670975442,-102.28483670975442,0.027781221688507822
1013.0,21.905321728163813,21.914671701157936,0.022382929903253704,-102.27296855484947,-102.2768539312134,0.01484784449933348
1014.0,21.88376546701293,21.883955501067007,0.0007742410817753698,-102.33795479144852,-102.338,0.0006399665450139795
1024.0,21.908716645475387,21.908716645475387,0.0402747923879316,-102.28208220812921,-102.28208220812921,0.012955928926904163
1026.0,21.867769453606023,21.867749524375984,0.0005687852784422538,-102.32542756480504,-102.32550503558046,0.0011930808754919441
1041.0,21.97672071668383,21.984,0.015821535302729197,-102.30853488575845,-102.291,0.03052389742352346
1047.0,21.944579418843837,21.944579418843837,0.00022517643415997842,-102.28165425548092,-102.28165425548092,6.069146185568741e-05
1050.0,21.82833313333333,21.8883326,0.10657982674677831,-102.31867136666665,-102.31777799999998,0.021173789602341155
1057.0,21.898677487348476,21.898677487348476,0.0003616807419391648,-102.24022547549134,-102.24022547549134,0.0004900253057576949
1060.0,21.85676746614803,21.85676746614803,0.0002720011419598025,-102.34377928917846,-102.34377928917846,6.506912785081083e-05
1063.0,21.891355692918125,21.89116180908832,0.0008832133406166424,-102.26963614831354,-102.26977718895495,0.000688188942235331
1068.0,21.892761163428474,21.892761163428474,0.060532672811662754,-102.28708391948123,-102.28708391948123,0.021720933655139565
1070.0,21.860793004704334,21.860793004704334,0.03017940504948387,-102.30547909851683,-102.30547909851683,0.019472304442782043
1169.0,21.932033779178223,21.932033779178223,8.444861023190631e-05,-102.31220194738768,-102.31220194738768,0.00048553169484549926
1170.0,21.934352017012834,21.93443814657356,0.00019691795244932022,-102.32232513962951,-102.32240181416272,0.00018262041452153248
1201.0,21.83953096109607,21.839125040343454,0.0013694012418754569,-102.318494567281,-102.31884557211914,0.002028998379414942
1209.0,21.964713492730894,21.96600117840755,0.003161742916207347,-102.33399148246177,-102.32982292858652,0.008105832876858192
1217.0,21.914070496594007,21.91283225,0.0030208687389298074,-102.28682594713288,-102.2830693,0.010615880568538889
1220.0,21.95443779553452,21.95443779553452,0.0007317726675085536,-102.33586039972222,-102.33586039972222,0.0006827789458362889
1231.0,21.8544962059281,21.854577677056085,0.00027879805024846714,-102.34416936847659,-102.34430652858885,0.001194600116081281
1232.0,21.94827943299518,21.94855321970737,0.0020174595903313737,-102.3405337036719,-102.34367533016359,0.0057363121305696796
1234.0,21.839530004209138,21.84086822947754,0.0028192304613755335,-102.31585491922465,-102.31702968478204,0.0027353359635130937
1241.0,21.944688417094316,21.944985569447326,0.0021407639801733743,-102.30459574240689,-102.30172634124756,0.005255481540137184
1246.0,21.932523511222175,21.93224951037844,0.0008528627089331885,-102.34280261031313,-102.3428616702557,0.0015102912722167326
1247.0,21.953508320551588,21.953508320551588,0.004961514505209273,-102.3145884338684,-102.3145884338684,0.0008321711572526974
1258.0,22.028441291677858,21.94630893335572,0.16971916409163393,-102.30628029772262,-102.30544398902435,0.003021665871092008
1277.0,21.920792414794807,21.924714044384427,0.007041558246483298,-102.33705574108278,-102.33951062324832,0.006527611793364111
1282.0,21.95868625,21.95868625,0.006658471005043395,-102.35063754999999,-102.35063754999999,0.003788607422949489
1328.0,32.6319904,32.6319904,8.145870119000838e-05,-115.4940182,-115.4940182,6.547808791424317e-05
1339.0,32.6595146,32.6595146,0.002223426562760501,-115.46843695000001,-115.46843695000001,0.006579275045544457
1437.0,32.63279725,32.63279725,0.00136011989361497,-115.50804099999999,-115.50804099999999,0.0008912373870072461
1441.0,32.630569654932216,32.630569654932216,0.0012536226371625016,-115.50109958834534,-115.50109958834534,0.00414348783421669
1488.0,32.65755055863488,32.65755055863488,0.0005620647729498404,-115.38916826248169,-115.38916826248169,0.0015476322773351017
1501.0,32.6483893976881,32.6483893976881,0.0029351092368566987,-115.44758100473939,-115.44758100473939,0.0021562447160504536
1503.0,32.6517085759698,32.6516516199289,0.0036395202209541576,-115.43149841215558,-115.43318113452148,0.006460212288237271
1534.0,32.64503971577228,32.645086625491736,0.000187005106294974,-115.38968650823254,-115.38997285023191,0.0006933028025182525
1537.0,32.61076115,32.61076115,0.0012387803699622244,-115.3818853,-115.3818853,0.011098889458850745
1539.0,32.64886326812409,32.64889335798261,0.000606869492395742,-115.3826022216343,-115.38264028154525,0.0017680707100983894
1555.0,32.63653026726202,32.63653026726202,0.00016610363005525124,-115.44712290608213,-115.44712290608213,7.586432731960926e-05
1573.0,32.62952355,32.62952355,3.889087296755601e-06,-115.404597,-115.404597,0.0011851109652760408
1581.0,32.6190410186271,32.61752613572386,0.0030793613856990097,-115.4926274294056,-115.49511573600046,0.005863554775646645
1597.0,32.61275807523253,32.602059948434515,0.03266211226953973,-115.44925596978965,-115.46741135495607,0.060683180823137346
1625.0,32.623608526417584,32.626137799999995,0.0060240411596618965,-115.48054994260559,-115.48145163521119,0.003932144424908427
1629.0,32.6117306,32.6117306,0.009462644367191249,-115.48587845,-115.48587845,0.0004961768283689823
1649.0,32.611323049999996,32.611323049999996,0.0006349111788186135,-115.48779635,-115.48779635,0.00040354584003629774
1650.0,32.59798225,32.59798225,0.00015365430354373372,-115.47031715,-115.47031715,0.00031020774489909044
1661.0,32.595266699999996,32.595266699999996,0.0011862423361165512,-115.47438084999999,-115.47438084999999,0.0024971475977711407
1675.0,32.5873137701994,32.5873137701994,0.0023080386782006464,-115.47284091429442,-115.47284091429442,0.002602314591511415
1699.0,32.63619672416307,32.63619672416307,0.0005492980758268206,-115.37882096292714,-115.37882096292714,0.001094294853237399
1793.0,32.59362885,32.59362885,1.0253048331464256e-05,-115.37302604999999,-115.37302604999999,1.4849242477961275e-06
1800.0,32.61155463201725,32.61192709362369,0.0015987193580348055,-115.36222412418824,-115.36201158032229,0.0009154140063780395
1868.0,32.61346540543983,32.613604600635085,0.00038468337157529546,-115.37573295714519,-115.37644386291504,0.0014576079574120202
1925.0,32.556996014663795,32.556996014663795,0.001662511355249356,-116.62452936172485,-116.62452936172485,0.00276146151444885
2174.0,32.43357159301749,32.432913586865695,0.0019245176953924968,-117.03523509073489,-117.0423733429932,0.013532313429649412
2177.0,32.5060965625302,32.5249,0.042182219745948706,-117.01708012590318,-117.016,0.007635073775300592
2186.0,32.50655322248889,32.50655322248889,0.004217640911156118,-117.01651968830109,-117.01651968830109,0.004291697352964346
2210.0,32.48807587812508,32.48807587812508,0.030198519789681248,-116.99886499252719,-116.99886499252719,0.007392387701396134
2222.0,32.4956369085,32.49515495,0.0015256570596815025,-117.0149822221,-117.0149702442,0.0007813564099117715
2227.0,32.53632865,32.53632865,0.0032130225030346845,-117.05112165,-117.05112165,0.0078430162848929
2238.0,32.4944013124965,32.49324240790341,0.012219373428497835,-117.0293290410899,-117.03072019224852,0.0072221816865799685
2250.0,32.526737105853655,32.526737105853655,0.000618161026440953,-117.04046012635038,-117.04046012635038,0.011964425424120413
2264.0,32.5005916846,32.5019107,0.006041156676662861,-116.96045446066667,-116.95747870000002,0.007405232084092806
2279.0,32.47769378574879,32.47799690209788,0.001517746095407424,-116.96439606436901,-116.9639902,0.000983350479096661
2280.0,32.43248278140736,32.43212500758088,0.0007463479576463787,-117.04498264592438,-117.04500843210144,0.0010122601252805644
2293.0,32.47711872433506,32.477097028982755,0.0004285388349068339,-116.97140567462156,-116.97190634775393,0.0011500898747082973
2315.0,32.455107516829564,32.454400375971524,0.003632695966220081,-117.10928516942141,-117.11221396923064,0.014648169712935416
2319.0,32.45648451772614,32.4426774267518,0.03168812275559929,-116.97218602268558,-117.00274998713383,0.0655415930571464
2338.0,32.49363891202921,32.4840654,0.018532906267554907,-116.97436137401651,-116.94936322778324,0.05985243597475745
2342.0,32.47956878482173,32.480079566667,0.0015034387031772158,-116.97245678612572,-116.96560699787292,0.019071702557939187
2345.0,32.48304012023232,32.48304012023232,0.001446295760721782,-116.95890426635742,-116.95890426635742,0.001942126779381997
2351.0,32.43140287713784,32.4366010642,0.14454224478706898,-116.9547148733147,-117.03401993860001,0.8109171553150627
2367.0,32.465114996123546,32.465114996123546,0.008742108039302407,-116.92279431937865,-116.92279431937865,0.0059054455882114375
2374.0,32.45783999806904,32.45790289420714,0.00021961217097492502,-116.9192052067912,-116.91924922037356,0.00019515854214997882
2375.0,32.473692737645166,32.473706598108556,0.00011587032758042009,-116.92895005712869,-116.9288794496826,0.0003281737573674375
2376.0,32.459865327909206,32.459530610579236,0.0010990963384060067,-116.92175153938359,-116.92180468852541,0.00042108355269832037
2381.0,32.44729223381742,32.44553795446404,0.002990605804125027,-116.91996032739047,-116.91972064543455,0.001839522492973101
2384.0,32.4401585889831,32.44036026057439,0.0009087696195523566,-116.92664780804093,-116.9260477237915,0.001902661881221956
2385.0,32.44907692397796,32.4472530398,0.0031799823996657532,-116.93125192938498,-116.9311520937,0.00024867284821264744
2386.0,32.301405975508594,32.444936695630076,0.48449866144774884,-116.77764995783586,-116.9254477,0.4954790798886237
2403.0,32.47573030935351,32.47573030935351,0.0024470269548275414,-116.94431081239624,-116.94431081239624,0.002388872018628521
2415.0,32.41303922894926,32.413365486487564,0.0008973230645663923,-116.9201407748861,-116.92090271589359,0.0017843860384642695
2433.0,32.46233980390061,32.46629,0.009453495855166982,-116.95781003946178,-116.951391,0.011225123617087381
2441.0,32.46788120257892,32.46810335000001,0.003936441582884574,-116.97105910298826,-116.97396470000001,0.005666806701974292
2455.0,32.49346807424089,32.48564226677496,0.016044724295590118,-116.98853137461309,-116.98854317368011,0.017451438622207997
2456.0,32.49353665189648,32.49143153191123,0.01038160470890463,-116.99453910388367,-116.9818908604858,0.024658563256417534
2469.0,32.526319442085246,32.52700480176257,0.004736243368466806,-116.88454849130692,-116.8834376335144,0.00891660917401758
2470.0,32.48797493965536,32.48797493965536,0.00038272669962266444,-117.05024292663813,-117.05024292663813,0.00026086224425262377
2471.0,32.51324973333333,32.513180600000005,0.0008038327707429144,-116.90807646666666,-116.9081367,0.002043116013193603
2473.0,32.51976773085856,32.525547509948225,0.016105896245252844,-116.90076983291702,-116.88775015423431,0.03728107948357656
2475.0,32.53002694990424,32.531811977116874,0.005784901075045208,-116.87924376214357,-116.87814358241818,0.004143226179608276
2479.0,32.50685917529339,32.50687541531684,0.0016010228960057606,-116.83886511816634,-116.8393860174697,0.002424000393264417
2485.0,32.536545310287316,32.5356410064,0.002807530021535022,-116.86900380733456,-116.86901257301632,0.013124820352375085
2524.0,32.50343954541065,32.50246102887033,0.003605563299928607,-116.87507035585789,-116.87698749999998,0.004403951328042895
2527.0,32.502824410602265,32.5031362523,0.0009031760210839868,-116.90092086330746,-116.90032806522066,0.0022050652667322825
2530.0,32.507944175000006,32.50736775,0.003396828691956893,-116.896156375,-116.89616999999998,0.005598943283840756
2531.0,32.516072529508385,32.50159565623599,0.05057472063044632,-116.75308759646269,-116.90426002640788,0.5061064458506215
2533.0,32.50722079735288,32.5070784,0.002318182609524653,-116.93007331738289,-116.9295658,0.0023967162909621746
2536.0,32.515902241875,32.51597938375,0.0002528099474201153,-116.915729265875,-116.91571843175001,8.128348987704969e-05
2539.0,32.5027736825,32.5027736825,0.0012226123734065985,-116.91375708225,-116.91375708225,0.00021733952224806645
2540.0,32.500682874934945,32.5165361648,0.029787687569125133,-116.94241956936698,-116.91688548806002,0.043880139364270244
2542.0,32.49960898600591,32.501994,0.007356209550882394,-116.91116958501041,-116.9101736,0.00365957081744639
2547.0,32.49091270335185,32.49642455889419,0.015180367891589823,-116.91056498619719,-116.91274257842791,0.005260371996794411
2548.0,32.50082385927409,32.50082385927409,1.3643163352377148e-05,-116.89543625769657,-116.89543625769657,7.488217657666839e-05
2550.0,32.49477269378202,32.49470332355,0.001055260781047636,-116.90841645194214,-116.90835224133428,0.005342454250334345
2551.0,32.495077914079715,32.495077914079715,0.0003657355389469207,-116.89688084833372,-116.89688084833372,0.001612271815313404
2552.0,32.48898989886695,32.48898989887181,3.619886451833334e-05,-116.90303433721311,-116.90307009999998,6.194296387391957e-05
2557.0,32.507330744553,32.4922818,0.026225827613846304,-116.94859419997965,-116.91900650000002,0.05327219109642292
2558.0,32.50210789238338,32.50174266335349,0.012020847823352093,-116.94365606299372,-116.9326233,0.05339313167559643
2563.0,32.4845867172789,32.4845867172789,2.5597715161156165e-05,-116.914287133696,-116.914287133696,3.793216365980463e-05
2579.0,32.480709450000006,32.480709450000006,0.01563717149120005,-116.89777235,-116.89777235,0.016983502802568964
2581.0,32.47462946869972,32.47462946869972,0.001100823525384207,-116.91595778741454,-116.91595778741454,0.004916008410330777
2595.0,32.47853091589355,32.475580270038236,0.005950963051019489,-116.93840838142359,-116.9269071023773,0.030557963121912612
2602.0,32.48603835027904,32.48603835027904,0.0035016638857300387,-116.94458879861145,-116.94458879861145,0.11088056779339096
2603.0,32.49055373791797,32.489899645888144,0.0020180229332884335,-116.86384545599158,-116.86457361534424,0.0030526005371309707
2604.0,32.48612723558126,32.48628690334983,0.0018807042082935157,-116.85132417068233,-116.85343840000002,0.005140993726676544
2609.0,32.46477852130184,32.45784705713734,0.021818294144063045,-116.88492280498127,-116.88647494592286,0.004547937496268736
2610.0,32.45947449596433,32.45682269215,0.010118292842415135,-116.88745019453552,-116.87680977557068,0.046628380229327575
2615.0,32.458933028011636,32.45859090753791,0.0011002703430976987,-116.86979066757652,-116.87002532053222,0.0012245491735293032
2616.0,32.470595139757215,32.47048385165666,0.000597755048135362,-116.84636482995231,-116.84584073534394,0.0015506416922629086
2618.0,32.473317664134626,32.46946704310855,0.012366000051467853,-116.86985705078642,-116.84454665460207,0.060238032435665355
2623.0,32.47191090793789,32.47207005,0.0004194261077828915,-116.85914299800417,-116.85925457987062,0.0012276306365729833
2631.0,32.46058422667327,32.46092694139669,0.002095703897007356,-116.83112545637947,-116.83233260083006,0.0035291766547003974
2632.0,32.46967749721885,32.469398904357604,0.004402126658747759,-116.8277710545247,-116.82128033272092,0.025930534054109503
2637.0,32.45558476094304,32.4551932253202,0.0009823026988074958,-116.84560077823794,-116.84685155162049,0.002610576091215884
2644.0,32.4608099106552,32.461009172185655,0.00262989282024035,-116.82994357856039,-116.8297334930588,0.0008695856571675236
2646.0,21.63892025586667,32.4577531412,18.739854662543433,-77.88498195133333,-116.8255732561,67.45037296989831
2671.0,32.49058486428383,32.49081865,0.03451913470711096,-116.96606659108886,-116.98740931011353,0.05848949631604081
2676.0,32.52179077395165,32.52581732531709,0.008142841150855055,-116.96892697500171,-116.99329182923492,0.042593266313792254
2679.0,32.5309782,32.5309782,0.0009175417592682991,-116.97627365,-116.97627365,0.0018857830747372381
